rank,prev_rank,name,league,off,def,spi
142,140,Parma,Italy Serie A,1.64,1.18,56.23
143,144,Brest,French Ligue 1,1.6,1.15,56.2
144,145,Apoel Nicosia,UEFA Europa League,1.55,1.11,56.09
145,152,Tigres UANL,Mexican Primera Division Torneo Apertura,1.53,1.09,56.05
146,150,Santos,Brasileiro Série A,1.41,0.98,55.96
147,147,Cruz Azul,Mexican Primera Division Torneo Apertura,1.64,1.2,55.94
148,149,Nimes,French Ligue 1,1.56,1.13,55.8
149,142,Reims,French Ligue 1,1.37,0.95,55.78
150,161,Metz,French Ligue 1,1.39,0.99,55.39
151,155,KAA Gent,Belgian Jupiler League,1.59,1.18,55.19
152,139,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.58,1.18,54.8
153,146,FC Copenhagen,Danish SAS-Ligaen,1.63,1.24,54.76
154,171,León,Mexican Primera Division Torneo Apertura,1.54,1.16,54.72
155,153,Rapid Vienna,Austrian T-Mobile Bundesliga,1.71,1.32,54.67
156,156,Benevento,Italy Serie A,1.49,1.11,54.44
157,158,Monterrey,Mexican Primera Division Torneo Apertura,1.61,1.24,54.29
158,159,Ferencvaros,UEFA Europa League,1.59,1.22,54.14
159,151,Guimaraes,Portuguese Liga,1.43,1.08,54.0
160,163,Rio Ave,Portuguese Liga,1.45,1.1,53.87
161,157,Fenerbahce,Turkish Turkcell Super Lig,1.6,1.25,53.65
162,154,Molde,Norwegian Tippeligaen,1.93,1.59,53.39
163,165,Velez Sarsfield,Argentina Primera Division,1.22,0.9,53.34
164,166,Atlético Paranaense,Brasileiro Série A,1.23,0.91,53.31
165,167,Spezia,Italy Serie A,1.45,1.13,53.13
166,168,FK Partizan Belgrade,UEFA Europa League,1.51,1.21,52.7
167,178,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.57,1.28,52.42
168,170,FK Qarabag,UEFA Europa League,1.44,1.16,52.29
169,160,Stoke City,English League Championship,1.41,1.13,52.2
170,169,Lorient,French Ligue 1,1.49,1.21,52.12
171,172,Standard Liege,Belgian Jupiler League,1.42,1.15,52.1
172,162,Los Angeles FC,Major League Soccer,1.8,1.53,52.0
173,164,Crotone,Italy Serie A,1.46,1.19,51.92
174,175,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
175,179,Alanyaspor,Turkish Turkcell Super Lig,1.49,1.23,51.65
176,173,Malmo FF,Swedish Allsvenskan,1.51,1.26,51.63
177,177,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
178,174,Sochi,Russian Premier Liga,1.37,1.14,51.06
179,186,Dinamo Moscow,Russian Premier Liga,1.13,0.91,50.83
180,181,CFR 1907 Cluj,UEFA Europa League,1.49,1.27,50.79
181,189,Genk,Belgian Jupiler League,1.66,1.44,50.75
182,187,Santos Laguna,Mexican Primera Division Torneo Apertura,1.47,1.25,50.74
183,183,FC Astana,UEFA Europa League,1.54,1.33,50.65
184,190,Cardiff City,English League Championship,1.39,1.18,50.64
185,185,Fluminense,Brasileiro Série A,1.25,1.04,50.62
186,182,Swansea City,English League Championship,1.37,1.16,50.41
187,176,Fortuna Düsseldorf,German 2. Bundesliga,1.55,1.35,50.38
188,196,Pachuca,Mexican Primera Division Torneo Apertura,1.31,1.11,50.33
189,197,FC Utrecht,Dutch Eredivisie,1.64,1.45,50.24
190,198,Brondby,Danish SAS-Ligaen,1.49,1.3,50.14
191,188,Rostov,Russian Premier Liga,1.27,1.08,49.98
192,204,Blackburn,English League Championship,1.44,1.26,49.96
193,191,Club América,Mexican Primera Division Torneo Apertura,1.5,1.32,49.85
194,192,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
195,206,Bristol City,English League Championship,1.42,1.25,49.69
196,180,Corinthians,Brasileiro Série A,1.35,1.18,49.68
197,195,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
198,203,Vitesse,Dutch Eredivisie,1.54,1.39,49.41
199,212,Preston North End,English League Championship,1.29,1.13,49.28
200,194,Vasco da Gama,Brasileiro Série A,1.28,1.13,49.02
201,184,Rubin Kazan,Russian Premier Liga,1.16,1.02,48.86
202,199,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
203,193,Dijon FCO,French Ligue 1,1.33,1.2,48.56
204,201,St Gallen,Swiss Raiffeisen Super League,1.67,1.56,48.43
205,200,Racing Club,Argentina Primera Division,1.18,1.06,48.4
206,211,FC Arsenal Tula,Russian Premier Liga,1.38,1.27,48.26
207,216,Hamburg SV,German 2. Bundesliga,1.51,1.41,48.2
208,217,Middlesbrough,English League Championship,1.33,1.22,48.18
209,233,Philadelphia Union,Major League Soccer,1.49,1.39,48.08
210,205,Guadalajara,Mexican Primera Division Torneo Apertura,1.28,1.18,47.78
211,223,Seattle Sounders FC,Major League Soccer,1.51,1.43,47.74
212,215,Fortaleza,Brasileiro Série A,1.15,1.05,47.71
213,202,Millwall,English League Championship,1.28,1.19,47.68
214,213,Toronto FC,Major League Soccer,1.53,1.45,47.66
215,207,AGF Aarhus,Danish SAS-Ligaen,1.49,1.42,47.6
216,210,Panathinaikos,Greek Super League,1.08,0.98,47.54
217,226,Bahía,Brasileiro Série A,1.29,1.23,47.17
218,214,Rosenborg,Norwegian Tippeligaen,1.57,1.52,47.1
219,228,Bragantino,Brasileiro Série A,1.35,1.29,47.05
220,221,Santa Clara,Portuguese Liga,1.31,1.25,46.9
221,220,Sheffield Wednesday,English League Championship,1.3,1.25,46.7
222,209,Antwerp,Belgian Jupiler League,1.36,1.32,46.69
223,222,New York City FC,Major League Soccer,1.36,1.32,46.62
224,208,Ceará,Brasileiro Série A,1.21,1.16,46.48
225,248,Yokohama F. Marinos,Japanese J League,1.61,1.61,46.2
226,225,Morelia,Mexican Primera Division Torneo Clausura,1.43,1.42,46.04
227,224,Toulouse,French Ligue 2,1.4,1.39,45.93
228,230,Reading,English League Championship,1.27,1.26,45.86
229,231,PFC Oleksandriya,UEFA Europa League,1.33,1.33,45.69
230,232,Lanus,Argentina Primera Division,1.28,1.27,45.68
231,236,Hannover 96,German 2. Bundesliga,1.38,1.4,45.34
232,219,Huddersfield Town,English League Championship,1.25,1.26,45.28
233,242,Birmingham,English League Championship,1.29,1.31,45.22
234,229,Nottingham Forest,English League Championship,1.26,1.28,45.05
235,227,Derby County,English League Championship,1.31,1.34,45.02
236,258,Kashima Antlers,Japanese J League,1.37,1.4,44.92
237,239,Barnsley,English League Championship,1.19,1.22,44.92
238,241,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
239,235,Queens Park Rangers,English League Championship,1.41,1.46,44.71
240,251,Ural Sverdlovsk Oblast,Russian Premier Liga,1.21,1.24,44.69
241,244,Slovan Bratislava,UEFA Europa League,1.26,1.3,44.65
242,237,Portimonense,Portuguese Liga,1.2,1.23,44.63
243,254,Pacos Ferreira,Portuguese Liga,1.27,1.31,44.59
244,240,Amiens,French Ligue 2,1.25,1.29,44.54
245,256,Sivasspor,Turkish Turkcell Super Lig,1.33,1.39,44.42
246,270,Inter Miami CF,Major League Soccer,1.28,1.33,44.32
247,255,FC Lugano,Swiss Raiffeisen Super League,1.32,1.38,44.3
248,218,Pumas Unam,Mexican Primera Division Torneo Apertura,1.29,1.35,44.3
249,247,Gil Vicente,Portuguese Liga,1.23,1.29,44.28
250,243,Cerezo Osaka,Japanese J League,1.1,1.15,44.1
251,283,Willem II,Dutch Eredivisie,1.45,1.54,43.96
252,245,Columbus Crew,Major League Soccer,1.2,1.26,43.94
253,238,Famalicao,Portuguese Liga,1.29,1.37,43.84
254,261,Moreirense,Portuguese Liga,1.24,1.31,43.83
255,253,Aris Salonika,Greek Super League,1.32,1.4,43.8
256,234,Los Angeles Galaxy,Major League Soccer,1.56,1.67,43.75
257,257,FC Nordsjaelland,Danish SAS-Ligaen,1.41,1.51,43.68
258,252,FC Tambov,Russian Premier Liga,1.19,1.26,43.67
259,249,Atlético Goianiense,Brasileiro Série A,1.18,1.26,43.45
260,260,Sport Recife,Brasileiro Série A,1.18,1.29,43.07
261,262,IFK Norrkoping,Swedish Allsvenskan,1.55,1.71,42.92
262,263,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
263,259,Tondela,Portuguese Liga,1.18,1.29,42.81
264,265,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
265,268,Tijuana,Mexican Primera Division Torneo Apertura,1.2,1.32,42.63
266,271,AaB,Danish SAS-Ligaen,1.17,1.29,42.6
267,269,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
268,246,Arizona United,United Soccer League,1.64,1.82,42.51
269,,Monza,Italy Serie B,1.37,1.52,42.48
270,264,Djurgardens IF,Swedish Allsvenskan,1.24,1.38,42.4
271,266,Botafogo,Brasileiro Série A,1.14,1.28,42.26
272,278,C.D. Nacional,Portuguese Liga,1.29,1.44,42.22
273,290,Kasimpasa,Turkish Turkcell Super Lig,1.34,1.5,42.13
274,272,Terek Grozny,Russian Premier Liga,1.13,1.27,41.98
275,277,Rayo Vallecano,Spanish Segunda Division,1.26,1.42,41.98
276,280,Heerenveen,Dutch Eredivisie,1.47,1.67,41.93
277,282,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.26,1.43,41.87
278,273,Maritimo,Portuguese Liga,1.12,1.27,41.87
279,279,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
280,250,Heracles,Dutch Eredivisie,1.35,1.54,41.78
281,297,FC Groningen,Dutch Eredivisie,1.1,1.25,41.75
282,274,FC Ufa,Russian Premier Liga,0.95,1.08,41.53
283,286,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
284,276,Sporting Kansas City,Major League Soccer,1.38,1.6,41.32
285,288,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
286,281,Boavista,Portuguese Liga,1.1,1.27,41.21
287,287,BK Hacken,Swedish Allsvenskan,1.2,1.39,41.14
288,275,SC Farense,Portuguese Liga,1.22,1.42,41.09
289,291,Goztepe,Turkish Turkcell Super Lig,1.31,1.53,41.02
290,292,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
291,293,Girona FC,Spanish Segunda Division,1.09,1.27,40.88
292,295,Orlando City SC,Major League Soccer,1.36,1.59,40.76
293,303,Coritiba,Brasileiro Série A,1.06,1.25,40.65
294,299,Mallorca,Spanish Segunda Division,1.11,1.31,40.64
295,284,Servette,Swiss Raiffeisen Super League,1.37,1.61,40.62
296,285,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.39,40.47
297,,Brescia,Italy Serie B,1.28,1.52,40.44
298,300,Patronato,Argentina Primera Division,1.2,1.43,40.35
299,294,FC Luzern,Swiss Raiffeisen Super League,1.27,1.52,40.32
300,301,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
301,311,Antalyaspor,Turkish Turkcell Super Lig,1.19,1.42,40.3
302,322,Belenenses,Portuguese Liga,1.07,1.29,40.18
303,306,Chicago Fire,Major League Soccer,1.41,1.68,40.06
304,318,Colorado Rapids,Major League Soccer,1.4,1.67,40.06
305,267,Hammarby,Swedish Allsvenskan,1.48,1.77,40.03
306,312,Coventry City,English League Championship,1.19,1.44,40.03
307,315,Luton Town,English League Championship,1.15,1.39,40.02
308,298,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.26,1.52,39.98
309,302,Hull City,English League One,1.25,1.51,39.91
310,296,Leganes,Spanish Segunda Division,1.14,1.39,39.74
311,307,KV Kortrijk,Belgian Jupiler League,1.2,1.46,39.74
312,308,Banfield,Argentina Primera Division,0.98,1.2,39.66
313,329,FC Dallas,Major League Soccer,1.31,1.59,39.64
314,309,Goiás,Brasileiro Série A,1.2,1.47,39.62
315,305,SC Paderborn,German 2. Bundesliga,1.24,1.51,39.61
316,289,FC Tokyo,Japanese J League,1.19,1.46,39.59
317,316,Rotherham United,English League Championship,1.13,1.39,39.51
318,314,FC Juárez,Mexican Primera Division Torneo Apertura,1.12,1.39,39.24
319,317,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
320,321,Minnesota United FC,Major League Soccer,1.33,1.64,39.15
321,319,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
322,355,Portland Timbers,Major League Soccer,1.47,1.82,38.95
323,,Spal,Italy Serie B,1.24,1.55,38.94
324,313,Necaxa,Mexican Primera Division Torneo Apertura,1.11,1.39,38.88
325,324,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
326,323,Odense BK,Danish SAS-Ligaen,1.2,1.51,38.67
327,325,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.18,1.49,38.63
328,326,Henan Jianye,Chinese Super League,1.25,1.57,38.55
329,304,Sparta,Dutch Eredivisie,1.28,1.62,38.43
330,330,Konyaspor,Turkish Turkcell Super Lig,1.12,1.43,38.38
331,335,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.18,1.51,38.18
332,333,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
333,334,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
334,361,PEC Zwolle,Dutch Eredivisie,1.31,1.67,38.0
335,338,Almeria,Spanish Segunda Division,1.09,1.4,37.99
336,340,Huracán,Argentina Primera Division,0.95,1.24,37.93
337,327,New England Revolution,Major League Soccer,1.19,1.53,37.9
338,310,Atlanta United FC,Major League Soccer,1.18,1.52,37.89
339,342,Houston Dynamo,Major League Soccer,1.3,1.68,37.78
340,332,Toluca,Mexican Primera Division Torneo Apertura,1.25,1.62,37.7
341,345,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
342,331,Caen,French Ligue 2,1.05,1.38,37.61
343,344,FC Twente,Dutch Eredivisie,1.22,1.59,37.61
344,404,St. Pölten,Austrian T-Mobile Bundesliga,1.2,1.57,37.59
345,320,Hartberg,Austrian T-Mobile Bundesliga,1.35,1.75,37.48
346,352,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,1.14,1.5,37.47
347,346,Sanfrecce Hiroshima,Japanese J League,1.06,1.4,37.46
348,328,Troyes,French Ligue 2,1.04,1.38,37.4
349,337,KV Mechelen,Belgian Jupiler League,1.23,1.61,37.37
350,349,Kashiwa Reysol,Japanese J League,1.28,1.68,37.35
351,351,FK Volgograd,Russian Premier Liga,1.07,1.42,37.32
352,353,Atromitos,Greek Super League,1.0,1.33,37.25
353,354,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
354,356,Randers FC,Danish SAS-Ligaen,1.18,1.56,37.08
355,350,FC Sion,Swiss Raiffeisen Super League,1.07,1.43,37.03
356,341,Atlas,Mexican Primera Division Torneo Apertura,1.03,1.39,36.94
357,363,SV Sandhausen,German 2. Bundesliga,1.22,1.63,36.84
358,360,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
359,358,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.2,1.62,36.56
360,362,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
361,339,Vissel Kobe,Japanese J League,1.33,1.79,36.39
362,384,Sunderland,English League One,1.07,1.47,36.32
363,367,Puebla,Mexican Primera Division Torneo Apertura,1.04,1.43,36.3
364,336,New York Red Bulls,Major League Soccer,1.18,1.61,36.21
365,371,Guingamp,French Ligue 2,1.12,1.54,36.19
366,378,Sporting Gijón,Spanish Segunda Division,0.86,1.21,36.13
367,364,Las Palmas,Spanish Segunda Division,1.05,1.45,36.11
368,373,Nagoya Grampus Eight,Japanese J League,1.13,1.55,36.05
369,374,Fuenlabrada,Spanish Segunda Division,1.01,1.41,35.98
370,357,1. FC Nürnberg,German 2. Bundesliga,1.11,1.54,35.96
371,348,FC Khimki,Russian Premier Liga,1.16,1.6,35.92
372,393,Hibernian,Scottish Premiership,1.12,1.57,35.71
373,383,FC Zurich,Swiss Raiffeisen Super League,1.24,1.71,35.7
374,343,Wycombe Wanderers,English League Championship,1.09,1.53,35.67
375,379,Hatayspor,Turkish Turkcell Super Lig,1.06,1.48,35.66
376,369,SV Ried,Austrian T-Mobile Bundesliga,1.16,1.61,35.61
377,368,SV Darmstadt 98,German 2. Bundesliga,1.14,1.59,35.57
378,375,Melbourne City,Australian A-League,1.17,1.64,35.39
379,380,Sydney FC,Australian A-League,1.12,1.58,35.2
380,390,Málaga,Spanish Segunda Division,0.8,1.17,35.17
381,382,Holstein Kiel,German 2. Bundesliga,1.2,1.69,35.16
382,381,F91 Dudelange,UEFA Europa League,1.4,1.94,35.14
383,365,Mouscron-Peruwelz,Belgian Jupiler League,1.03,1.47,35.14
384,388,Gamba Osaka,Japanese J League,1.12,1.59,35.12
385,391,Lausanne Sports,Swiss Raiffeisen Super League,1.1,1.57,35.11
386,385,Clermont Foot,French Ligue 2,0.92,1.34,34.95
387,386,OFI Crete,Greek Super League,1.06,1.52,34.85
388,397,Odd BK,Norwegian Tippeligaen,1.19,1.7,34.79
389,389,1. FC Heidenheim 1846,German 2. Bundesliga,1.06,1.54,34.78
390,387,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
391,372,Real Salt Lake,Major League Soccer,1.09,1.57,34.75
392,377,IF Elfsborg,Swedish Allsvenskan,1.2,1.71,34.74
393,347,SV Zulte Waregem,Belgian Jupiler League,1.2,1.71,34.73
394,366,Tenerife,Spanish Segunda Division,0.96,1.42,34.47
395,359,St. Truidense,Belgian Jupiler League,1.12,1.63,34.44
396,406,Eupen,Belgian Jupiler League,1.09,1.59,34.4
397,370,Le Havre,French Ligue 2,0.95,1.41,34.4
398,394,Kristiansund BK,Norwegian Tippeligaen,1.32,1.89,34.31
399,376,Caykur Rizespor,Turkish Turkcell Super Lig,1.12,1.63,34.3
400,423,Cercle Brugge,Belgian Jupiler League,1.07,1.58,34.15
401,414,AD Alcorcon,Spanish Segunda Division,0.96,1.43,34.1
402,407,Fatih Karagümrük,Turkish Turkcell Super Lig,1.08,1.6,33.92
403,402,Emmen,Dutch Eredivisie,1.22,1.79,33.76
404,398,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
405,399,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
406,411,Viking FK,Norwegian Tippeligaen,1.38,1.99,33.72
407,400,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
408,405,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
409,437,AIK,Swedish Allsvenskan,0.93,1.43,33.32
410,403,Pittsburgh Riverhounds,United Soccer League,1.05,1.59,33.28
411,396,VVV Venlo,Dutch Eredivisie,1.18,1.77,33.12
412,410,Real Zaragoza,Spanish Segunda Division,1.05,1.6,33.1
413,409,VfL Bochum,German 2. Bundesliga,1.08,1.66,32.83
414,412,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.04,1.61,32.82
415,415,Real Oviedo,Spanish Segunda Division,0.91,1.43,32.78
