rank,prev_rank,name,league,off,def,spi
49,46,Lazio,Italy Serie A,2.06,0.92,70.52
50,50,Club Brugge,Belgian Jupiler League,1.9,0.81,70.47
51,54,Real Betis,Spanish Primera Division,1.92,0.83,70.28
52,49,Flamengo,Brasileiro Série A,2.1,0.97,70.06
53,52,Rangers,Scottish Premiership,1.93,0.86,69.85
54,55,Eibar,Spanish Primera Division,1.66,0.66,69.75
55,53,VfB Stuttgart,German Bundesliga,1.99,0.94,68.82
56,60,SC Freiburg,German Bundesliga,2.0,0.97,68.4
57,57,Hertha Berlin,German Bundesliga,1.91,0.9,68.4
58,56,Leeds United,Barclays Premier League,2.1,1.06,68.19
59,58,Levante,Spanish Primera Division,1.92,0.94,67.72
60,63,Marseille,French Ligue 1,1.72,0.79,67.6
61,62,Stade Rennes,French Ligue 1,1.65,0.73,67.57
62,59,Young Boys,Swiss Raiffeisen Super League,2.01,1.02,67.57
63,61,Burnley,Barclays Premier League,1.66,0.74,67.47
64,65,Fiorentina,Italy Serie A,1.75,0.82,67.27
65,64,PSV,Dutch Eredivisie,2.08,1.1,66.8
66,66,Sporting CP,Portuguese Liga,1.69,0.8,66.61
67,67,Dinamo Zagreb,UEFA Europa League,1.98,1.04,66.47
68,75,Alavés,Spanish Primera Division,1.65,0.78,66.3
69,71,Osasuna,Spanish Primera Division,1.72,0.84,66.24
70,69,FC Krasnodar,Russian Premier Liga,1.86,0.95,66.14
71,70,Fulham,Barclays Premier League,1.71,0.83,66.13
72,77,Crystal Palace,Barclays Premier League,1.75,0.87,66.1
73,68,Granada,Spanish Primera Division,1.7,0.85,65.58
74,74,River Plate,Argentina Primera Division,1.74,0.88,65.48
75,76,Udinese,Italy Serie A,1.69,0.85,65.39
76,81,Cadiz,Spanish Primera Division,1.52,0.73,64.96
77,79,CSKA Moscow,Russian Premier Liga,1.72,0.89,64.9
78,80,Valencia,Spanish Primera Division,1.84,1.0,64.7
79,73,Braga,Portuguese Liga,1.84,1.0,64.64
80,83,Slavia Prague,UEFA Europa League,1.92,1.08,64.42
81,72,São Paulo,Brasileiro Série A,1.62,0.86,63.62
82,82,Celtic,Scottish Premiership,1.98,1.17,63.57
83,78,Sassuolo,Italy Serie A,1.92,1.11,63.55
84,87,Newcastle,Barclays Premier League,1.63,0.88,63.52
85,88,Dynamo Kiev,UEFA Europa League,1.87,1.08,63.45
86,89,Brentford,English League Championship,1.62,0.87,63.42
87,90,AFC Bournemouth,English League Championship,1.73,0.97,63.34
88,85,Werder Bremen,German Bundesliga,1.72,0.96,63.2
89,91,LASK Linz,Austrian T-Mobile Bundesliga,1.82,1.05,63.1
90,94,Real Valladolid,Spanish Primera Division,1.61,0.88,62.97
91,113,Besiktas,Turkish Turkcell Super Lig,1.98,1.2,62.87
92,86,SD Huesca,Spanish Primera Division,1.6,0.88,62.77
93,84,Grêmio,Brasileiro Série A,1.57,0.86,62.53
94,93,Sheffield United,Barclays Premier League,1.57,0.87,62.4
95,104,FC Augsburg,German Bundesliga,1.63,0.92,62.26
96,98,Lens,French Ligue 1,1.67,0.96,62.08
97,92,FC Cologne,German Bundesliga,1.71,1.01,61.94
98,95,Spartak Moscow,Russian Premier Liga,1.65,0.95,61.89
99,96,Guangzhou Evergrande,Chinese Super League,1.87,1.15,61.79
100,97,Bodo/Glimt,Norwegian Tippeligaen,2.33,1.55,61.76
101,101,FC Midtjylland,Danish SAS-Ligaen,1.77,1.08,61.35
102,119,Strasbourg,French Ligue 1,1.7,1.03,61.1
103,103,Kawasaki Frontale,Japanese J League,1.93,1.23,61.07
104,109,Verona,Italy Serie A,1.59,0.94,60.93
105,114,Angers,French Ligue 1,1.49,0.85,60.89
106,108,Internacional,Brasileiro Série A,1.46,0.84,60.73
107,105,PAOK Salonika,Greek Super League,1.47,0.85,60.57
108,106,Palmeiras,Brasileiro Série A,1.53,0.9,60.56
109,102,Sampdoria,Italy Serie A,1.75,1.1,60.51
110,107,Bologna,Italy Serie A,1.71,1.08,60.31
111,110,Boca Juniors,Argentina Primera Division,1.47,0.87,60.25
112,118,St Etienne,French Ligue 1,1.51,0.91,59.97
113,100,Espanyol,Spanish Segunda Division,1.5,0.9,59.94
114,111,AZ,Dutch Eredivisie,1.93,1.28,59.92
115,112,Mainz,German Bundesliga,1.81,1.18,59.72
116,115,Atletico Mineiro,Brasileiro Série A,1.6,1.02,59.41
117,117,Feyenoord,Dutch Eredivisie,1.8,1.2,59.21
118,126,Torino,Italy Serie A,1.69,1.1,59.14
119,99,Galatasaray,Turkish Turkcell Super Lig,1.72,1.14,59.07
120,130,Genk,Belgian Jupiler League,1.93,1.32,58.99
121,116,Watford,English League Championship,1.57,1.0,58.92
122,120,Bordeaux,French Ligue 1,1.4,0.87,58.74
123,121,Shanghai SIPG,Chinese Super League,1.69,1.13,58.37
124,122,Beijing Guoan,Chinese Super League,1.76,1.21,58.34
125,124,Norwich City,English League Championship,1.64,1.1,58.15
126,127,Molde,Norwegian Tippeligaen,2.09,1.53,57.72
127,137,Benevento,Italy Serie A,1.57,1.06,57.6
128,125,Elche,Spanish Primera Division,1.48,0.98,57.6
129,128,Basel,Swiss Raiffeisen Super League,1.69,1.18,57.55
130,129,AEK Athens,Greek Super League,1.52,1.02,57.39
131,143,Bragantino,Brasileiro Série A,1.47,0.97,57.39
132,123,Montpellier,French Ligue 1,1.67,1.16,57.37
133,131,Metz,French Ligue 1,1.39,0.91,57.15
134,132,Sparta Prague,UEFA Europa League,1.74,1.25,56.89
135,133,Brest,French Ligue 1,1.69,1.2,56.87
136,134,Maccabi Tel-Aviv,UEFA Europa League,1.48,1.01,56.68
137,135,Tigres UANL,Mexican Primera Division Torneo Apertura,1.49,1.03,56.58
138,139,Malmo FF,Swedish Allsvenskan,1.73,1.27,56.09
139,138,Nice,French Ligue 1,1.49,1.05,56.09
140,153,Fenerbahce,Turkish Turkcell Super Lig,1.79,1.34,55.97
141,141,Reims,French Ligue 1,1.43,1.0,55.76
142,140,Red Star Belgrade,UEFA Europa League,1.75,1.31,55.76
143,136,Arminia Bielefeld,German Bundesliga,1.48,1.05,55.65
144,145,Sochi,Russian Premier Liga,1.45,1.07,54.58
145,146,León,Mexican Primera Division Torneo Apertura,1.49,1.11,54.56
146,147,Nantes,French Ligue 1,1.44,1.08,54.32
147,148,Spezia,Italy Serie A,1.57,1.21,54.03
148,149,Ferencvaros,UEFA Champions League,1.62,1.26,53.98
149,157,Trabzonspor,Turkish Turkcell Super Lig,1.54,1.19,53.95
150,150,Genoa,Italy Serie A,1.49,1.14,53.92
151,151,Lokomotiv Moscow,Russian Premier Liga,1.42,1.08,53.82
152,142,Parma,Italy Serie A,1.48,1.14,53.66
153,171,Middlesbrough,English League Championship,1.38,1.05,53.58
154,160,Swansea City,English League Championship,1.33,1.0,53.58
155,152,Dinamo Moscow,Russian Premier Liga,1.33,1.0,53.57
156,154,Antwerp,Belgian Jupiler League,1.56,1.22,53.49
157,176,Alanyaspor,Turkish Turkcell Super Lig,1.46,1.13,53.37
158,155,Velez Sarsfield,Argentina Primera Division,1.22,0.9,53.34
159,156,Hapoel Be'er,UEFA Europa League,1.62,1.29,53.32
160,159,Monterrey,Mexican Primera Division Torneo Apertura,1.56,1.24,53.09
161,161,Anderlecht,Belgian Jupiler League,1.44,1.12,53.07
162,162,Cardiff City,English League Championship,1.42,1.11,52.9
163,163,Guimaraes,Portuguese Liga,1.34,1.04,52.87
164,164,Rapid Vienna,Austrian T-Mobile Bundesliga,1.77,1.46,52.84
165,166,CSKA Sofia,UEFA Europa League,1.32,1.02,52.77
166,167,Rostov,Russian Premier Liga,1.39,1.09,52.68
167,177,Blackburn,English League Championship,1.44,1.15,52.62
168,168,Vitesse,Dutch Eredivisie,1.61,1.32,52.43
169,180,Fluminense,Brasileiro Série A,1.32,1.03,52.38
170,170,Cruz Azul,Mexican Primera Division Torneo Apertura,1.5,1.22,52.37
171,173,Pachuca,Mexican Primera Division Torneo Apertura,1.3,1.03,52.09
172,174,Stoke City,English League Championship,1.22,0.95,51.97
173,144,Cagliari,Italy Serie A,1.65,1.38,51.95
174,175,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.49,1.22,51.93
175,172,Ceará,Brasileiro Série A,1.37,1.11,51.87
176,178,Santos,Brasileiro Série A,1.34,1.08,51.83
177,179,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
178,169,Schalke 04,German Bundesliga,1.54,1.28,51.77
179,165,Lorient,French Ligue 1,1.42,1.16,51.76
180,184,Crotone,Italy Serie A,1.44,1.18,51.75
181,158,West Bromwich Albion,Barclays Premier League,1.46,1.2,51.63
182,185,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.52,1.27,51.57
183,181,Santos Laguna,Mexican Primera Division Torneo Apertura,1.46,1.21,51.55
184,182,FC Utrecht,Dutch Eredivisie,1.65,1.41,51.36
185,186,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
186,187,FC Copenhagen,Danish SAS-Ligaen,1.56,1.34,51.05
187,188,Los Angeles FC,Major League Soccer,1.78,1.55,50.97
188,189,Philadelphia Union,Major League Soccer,1.6,1.38,50.91
189,190,CFR 1907 Cluj,UEFA Europa League,1.47,1.25,50.79
190,191,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.67,1.45,50.75
191,192,New York City FC,Major League Soccer,1.67,1.46,50.69
192,193,AGF Aarhus,Danish SAS-Ligaen,1.57,1.36,50.58
193,206,Pacos Ferreira,Portuguese Liga,1.32,1.11,50.54
194,196,Dijon FCO,French Ligue 1,1.25,1.05,50.48
195,194,Corinthians,Brasileiro Série A,1.24,1.03,50.36
196,195,Ludogorets,UEFA Europa League,1.54,1.35,50.16
197,198,KAA Gent,Belgian Jupiler League,1.51,1.32,50.07
198,200,Club América,Mexican Primera Division Torneo Apertura,1.49,1.3,50.0
199,201,Toulouse,French Ligue 2,1.58,1.4,49.97
200,202,Lech Poznan,UEFA Europa League,1.34,1.16,49.84
201,203,Rubin Kazan,Russian Premier Liga,1.19,1.0,49.83
202,204,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
203,199,Mallorca,Spanish Segunda Division,1.23,1.06,49.72
204,205,Sporting de Charleroi,Belgian Jupiler League,1.45,1.28,49.71
205,207,Brondby,Danish SAS-Ligaen,1.55,1.39,49.46
206,208,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
207,197,Atlético Paranaense,Brasileiro Série A,1.22,1.05,49.39
208,183,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.62,1.47,49.2
209,215,Reading,English League Championship,1.27,1.13,48.83
210,211,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
211,212,Racing Club,Argentina Primera Division,1.18,1.06,48.4
212,210,Barnsley,English League Championship,1.25,1.13,48.35
213,209,Rio Ave,Portuguese Liga,1.16,1.04,48.22
214,213,Seattle Sounders FC,Major League Soccer,1.43,1.33,48.14
215,216,FK Qarabag,UEFA Europa League,1.32,1.23,47.77
216,217,St Gallen,Swiss Raiffeisen Super League,1.41,1.33,47.67
217,219,Derby County,English League Championship,1.19,1.1,47.56
218,218,Panathinaikos,Greek Super League,1.08,0.98,47.54
219,220,Fortaleza,Brasileiro Série A,1.09,0.99,47.53
220,222,Hamburg SV,German 2. Bundesliga,1.5,1.44,47.34
221,233,Bahía,Brasileiro Série A,1.35,1.3,46.99
222,229,Portimonense,Portuguese Liga,1.17,1.11,46.59
223,223,Guadalajara,Mexican Primera Division Torneo Apertura,1.26,1.22,46.42
224,214,Millwall,English League Championship,1.18,1.14,46.3
225,225,FC Nordsjaelland,Danish SAS-Ligaen,1.47,1.47,46.06
226,226,Morelia,Mexican Primera Division Torneo Clausura,1.43,1.42,46.04
227,221,Atlético Goianiense,Brasileiro Série A,1.12,1.09,46.0
228,235,Santa Clara,Portuguese Liga,1.22,1.19,45.96
229,239,Nottingham Forest,English League Championship,1.13,1.1,45.92
230,228,FC Lugano,Swiss Raiffeisen Super League,1.23,1.22,45.72
231,230,Lanus,Argentina Primera Division,1.28,1.27,45.68
232,227,Gil Vicente,Portuguese Liga,1.09,1.07,45.65
233,231,FC Khimki,Russian Premier Liga,1.34,1.35,45.53
234,245,Almeria,Spanish Segunda Division,1.18,1.17,45.53
235,224,Preston North End,English League Championship,1.24,1.24,45.48
236,234,Omonia Nicosia,UEFA Europa League,1.41,1.43,45.33
237,236,Queens Park Rangers,English League Championship,1.31,1.33,45.28
238,237,Standard Liege,Belgian Jupiler League,1.32,1.34,45.13
239,238,New England Revolution,Major League Soccer,1.4,1.43,45.11
240,240,Terek Grozny,Russian Premier Liga,1.09,1.1,44.96
241,241,FC Zorya Luhansk,UEFA Europa League,1.27,1.29,44.92
242,243,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
243,244,Yokohama F. Marinos,Japanese J League,1.72,1.8,44.62
244,246,Luton Town,English League Championship,1.11,1.14,44.55
245,232,Huddersfield Town,English League Championship,1.24,1.28,44.52
246,247,Pumas Unam,Mexican Primera Division Torneo Apertura,1.25,1.3,44.41
247,248,Ural Sverdlovsk Oblast,Russian Premier Liga,1.16,1.2,44.32
248,251,Famalicao,Portuguese Liga,1.2,1.25,44.28
249,249,Djurgardens IF,Swedish Allsvenskan,1.3,1.37,44.07
250,250,Aris Salonika,Greek Super League,1.32,1.4,43.8
251,252,Rotherham United,English League Championship,1.25,1.33,43.61
252,259,Boavista,Portuguese Liga,1.1,1.17,43.56
253,293,Clermont Foot,French Ligue 2,1.08,1.15,43.53
254,254,FC Groningen,Dutch Eredivisie,1.15,1.23,43.42
255,255,Bristol City,English League Championship,1.2,1.29,43.27
256,265,Botafogo,Brasileiro Série A,1.22,1.32,43.13
257,257,Kashima Antlers,Japanese J League,1.27,1.39,42.93
258,258,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
259,260,FC Arsenal Tula,Russian Premier Liga,1.15,1.26,42.79
260,289,Konyaspor,Turkish Turkcell Super Lig,1.31,1.44,42.73
261,261,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
262,262,Maritimo,Portuguese Liga,1.13,1.25,42.64
263,253,SC Farense,Portuguese Liga,1.2,1.32,42.62
264,272,Hannover 96,German 2. Bundesliga,1.2,1.33,42.61
265,263,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
266,264,Sparta,Dutch Eredivisie,1.45,1.61,42.55
267,266,FC Twente,Dutch Eredivisie,1.39,1.55,42.44
268,256,Sivasspor,Turkish Turkcell Super Lig,1.2,1.34,42.41
269,267,Portland Timbers,Major League Soccer,1.47,1.65,42.13
270,268,Randers FC,Danish SAS-Ligaen,1.23,1.39,42.03
271,269,FC Luzern,Swiss Raiffeisen Super League,1.38,1.56,41.99
272,276,Fortuna Düsseldorf,German 2. Bundesliga,1.28,1.45,41.95
273,270,Necaxa,Mexican Primera Division Torneo Apertura,1.14,1.29,41.95
274,242,Nimes,French Ligue 1,1.31,1.48,41.91
275,271,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
276,278,Rayo Vallecano,Spanish Segunda Division,1.08,1.22,41.74
277,290,Troyes,French Ligue 2,1.11,1.26,41.73
278,275,Rosenborg,Norwegian Tippeligaen,1.34,1.53,41.66
279,274,Monza,Italy Serie B,1.18,1.35,41.45
280,279,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
281,277,Amiens,French Ligue 2,1.05,1.2,41.38
282,294,Vasco da Gama,Brasileiro Série A,1.09,1.26,41.32
283,280,Sporting Kansas City,Major League Soccer,1.36,1.57,41.31
284,281,Servette,Swiss Raiffeisen Super League,1.22,1.41,41.29
285,282,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
286,283,Chicago Fire,Major League Soccer,1.48,1.72,41.16
287,284,Heracles,Dutch Eredivisie,1.27,1.48,41.16
288,285,Minnesota United FC,Major League Soccer,1.42,1.65,41.11
289,286,Heerenveen,Dutch Eredivisie,1.48,1.71,41.1
290,319,Coventry City,English League Championship,1.11,1.29,41.09
291,287,Dundalk,UEFA Europa League,1.48,1.72,41.02
292,288,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
293,273,Moreirense,Portuguese Liga,1.01,1.17,40.92
294,291,FC Ufa,Russian Premier Liga,0.94,1.1,40.81
295,292,Columbus Crew,Major League Soccer,1.28,1.5,40.81
296,295,Orlando City SC,Major League Soccer,1.32,1.56,40.56
297,298,Inter Miami CF,Major League Soccer,1.28,1.51,40.49
298,308,Goiás,Brasileiro Série A,1.15,1.37,40.41
299,307,Belenenses,Portuguese Liga,0.9,1.07,40.36
300,297,SC Paderborn,German 2. Bundesliga,1.23,1.47,40.35
301,299,Patronato,Argentina Primera Division,1.2,1.43,40.35
302,300,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
303,302,C.D. Nacional,Portuguese Liga,1.12,1.34,40.21
304,303,Tijuana,Mexican Primera Division Torneo Apertura,1.15,1.38,40.19
305,304,IFK Norrkoping,Swedish Allsvenskan,1.53,1.82,40.17
306,301,Leganes,Spanish Segunda Division,0.95,1.14,40.14
307,296,Auxerre,French Ligue 2,1.19,1.43,40.04
308,306,Sport Recife,Brasileiro Série A,1.06,1.28,39.99
309,309,PEC Zwolle,Dutch Eredivisie,1.25,1.5,39.96
310,310,Colorado Rapids,Major League Soccer,1.37,1.65,39.89
311,311,Slovan Liberec,UEFA Europa League,1.19,1.44,39.87
312,313,FC Zurich,Swiss Raiffeisen Super League,1.26,1.53,39.74
313,314,Toronto FC,Major League Soccer,1.29,1.57,39.67
314,315,Banfield,Argentina Primera Division,0.98,1.2,39.66
315,338,SpVgg Greuther Fürth,German 2. Bundesliga,1.2,1.46,39.57
316,317,Atlas,Mexican Primera Division Torneo Apertura,1.08,1.32,39.56
317,318,Rijeka,UEFA Europa League,1.28,1.56,39.55
318,320,St. Pölten,Austrian T-Mobile Bundesliga,1.37,1.66,39.52
319,321,Arizona United,United Soccer League,1.48,1.8,39.5
320,322,FC Dallas,Major League Soccer,1.27,1.55,39.47
321,312,Goztepe,Turkish Turkcell Super Lig,1.17,1.44,39.42
322,324,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.44,39.38
323,325,Kashiwa Reysol,Japanese J League,1.26,1.55,39.36
324,326,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
325,327,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
326,305,Hatayspor,Turkish Turkcell Super Lig,1.17,1.46,39.0
327,328,BK Hacken,Swedish Allsvenskan,1.07,1.34,38.97
328,329,Odense BK,Danish SAS-Ligaen,1.19,1.49,38.89
329,331,New York Red Bulls,Major League Soccer,1.3,1.63,38.83
330,332,OH Leuven,Belgian Jupiler League,1.36,1.7,38.82
331,333,AaB,Danish SAS-Ligaen,1.14,1.44,38.73
332,334,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
333,335,Henan Jianye,Chinese Super League,1.25,1.57,38.55
334,337,FC Juárez,Mexican Primera Division Torneo Apertura,1.12,1.42,38.51
335,343,VfL Bochum,German 2. Bundesliga,1.19,1.51,38.48
336,340,KV Mechelen,Belgian Jupiler League,1.38,1.74,38.4
337,344,Toluca,Mexican Primera Division Torneo Apertura,1.24,1.59,38.16
338,345,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
339,346,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.15,1.48,38.14
340,323,Wycombe Wanderers,English League Championship,1.13,1.45,38.11
341,347,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
342,348,Lausanne Sports,Swiss Raiffeisen Super League,1.12,1.44,38.02
343,349,KV Kortrijk,Belgian Jupiler League,1.15,1.48,38.01
344,350,Huracán,Argentina Primera Division,0.95,1.24,37.93
345,352,Hammarby,Swedish Allsvenskan,1.48,1.89,37.89
346,354,SV Zulte Waregem,Belgian Jupiler League,1.29,1.66,37.87
347,368,1. FC Heidenheim 1846,German 2. Bundesliga,1.06,1.38,37.86
348,342,Coritiba,Brasileiro Série A,1.05,1.37,37.85
349,351,Sheffield Wednesday,English League Championship,1.0,1.31,37.79
350,356,Valerenga,Norwegian Tippeligaen,1.18,1.53,37.74
351,341,Tondela,Portuguese Liga,1.09,1.43,37.74
352,357,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
353,358,Cerezo Osaka,Japanese J League,0.97,1.28,37.56
354,359,Nagoya Grampus Eight,Japanese J League,0.9,1.2,37.55
355,361,Karlsruher SC,German 2. Bundesliga,1.24,1.61,37.47
356,360,KV Oostende,Belgian Jupiler League,1.14,1.5,37.46
357,362,Atlanta United FC,Major League Soccer,1.11,1.46,37.41
358,355,Holstein Kiel,German 2. Bundesliga,1.17,1.54,37.39
359,353,Birmingham,English League Championship,1.02,1.36,37.29
360,330,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.19,1.56,37.28
361,364,Atromitos,Greek Super League,1.0,1.33,37.25
362,316,Grenoble,French Ligue 2,0.95,1.28,37.18
363,366,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
364,371,Nashville SC,Major League Soccer,0.99,1.33,36.92
365,385,Hull City,English League One,1.17,1.57,36.79
366,372,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.48,1.94,36.78
367,374,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
368,365,Girona FC,Spanish Segunda Division,0.81,1.13,36.58
369,375,Hartberg,Austrian T-Mobile Bundesliga,1.3,1.74,36.51
370,336,Fatih Karagümrük,Turkish Turkcell Super Lig,1.18,1.6,36.51
371,369,Lecce,Italy Serie B,1.18,1.6,36.49
372,339,Kasimpasa,Turkish Turkcell Super Lig,1.22,1.64,36.47
373,373,SV Darmstadt 98,German 2. Bundesliga,1.22,1.64,36.47
374,376,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
375,388,Real Oviedo,Spanish Segunda Division,1.01,1.39,36.35
376,377,Houston Dynamo,Major League Soccer,1.28,1.73,36.3
377,367,Aberdeen,Scottish Premiership,1.02,1.41,36.28
378,378,Sporting Gijón,Spanish Segunda Division,0.78,1.1,36.18
379,379,Willem II,Dutch Eredivisie,1.3,1.76,36.12
380,380,Sanfrecce Hiroshima,Japanese J League,0.91,1.28,36.03
381,381,Sonderjyske,Danish SAS-Ligaen,1.13,1.56,35.98
382,382,FC Tambov,Russian Premier Liga,0.99,1.38,35.94
383,383,St. Truidense,Belgian Jupiler League,1.16,1.6,35.92
384,370,Melbourne City,Australian A-League,1.17,1.61,35.83
385,386,San Jose Earthquakes,Major League Soccer,1.29,1.78,35.71
386,389,Puebla,Mexican Primera Division Torneo Apertura,1.04,1.46,35.64
387,390,FK Volgograd,Russian Premier Liga,0.93,1.33,35.48
388,391,IF Elfsborg,Swedish Allsvenskan,1.2,1.68,35.41
389,392,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.09,1.53,35.39
390,418,Antalyaspor,Turkish Turkcell Super Lig,1.06,1.52,35.08
391,394,FC Sion,Swiss Raiffeisen Super League,1.07,1.53,35.02
392,384,1. FC Nürnberg,German 2. Bundesliga,1.08,1.55,34.95
393,396,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.15,1.64,34.86
394,397,OFI Crete,Greek Super League,1.06,1.52,34.85
395,398,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
396,402,Sydney FC,Australian A-League,1.13,1.62,34.7
397,363,Caykur Rizespor,Turkish Turkcell Super Lig,1.19,1.7,34.69
398,393,Fuenlabrada,Spanish Segunda Division,0.89,1.32,34.63
399,405,Empoli,Italy Serie B,1.05,1.54,34.55
400,399,Viking FK,Norwegian Tippeligaen,1.35,1.92,34.4
401,400,Los Angeles Galaxy,Major League Soccer,1.27,1.83,34.26
402,387,Eupen,Belgian Jupiler League,1.13,1.65,34.25
403,401,Portsmouth,English League One,1.03,1.52,34.19
404,412,Cittadella,Italy Serie B,1.0,1.5,33.79
405,404,Gamba Osaka,Japanese J League,1.02,1.53,33.76
406,406,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
407,407,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
408,408,FC Tokyo,Japanese J League,0.93,1.41,33.7
409,409,Real Salt Lake,Major League Soccer,1.0,1.51,33.64
410,410,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
411,411,Fortuna Sittard,Dutch Eredivisie,1.28,1.87,33.59
412,413,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
413,416,Sochaux,French Ligue 2,0.93,1.43,33.38
414,414,AIK,Swedish Allsvenskan,0.87,1.36,33.28
415,430,Las Palmas,Spanish Segunda Division,0.91,1.42,33.23
416,403,Sunderland,English League One,0.92,1.43,33.22
