rank,prev_rank,name,league,off,def,spi
174,168,Lech Poznan,UEFA Europa League,1.4,1.1,52.69
175,182,Rio Ave,Portuguese Liga,1.3,1.01,52.55
176,185,Rubin Kazan,Russian Premier Liga,1.31,1.03,52.46
177,187,Fluminense,Brasileiro Série A,1.3,1.02,52.3
178,167,Stoke City,English League Championship,1.36,1.08,52.29
179,173,CFR 1907 Cluj,UEFA Europa League,1.52,1.24,52.23
180,178,Santos Laguna,Mexican Primera Division Torneo Apertura,1.44,1.17,51.98
181,190,Sochi,Russian Premier Liga,1.49,1.22,51.85
182,179,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
183,189,KAA Gent,Belgian Jupiler League,1.69,1.43,51.75
184,174,Crotone,Italy Serie A,1.49,1.23,51.6
185,191,Philadelphia Union,Major League Soccer,1.62,1.37,51.37
186,186,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
187,206,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.7,1.46,51.26
188,183,Los Angeles FC,Major League Soccer,1.76,1.53,51.18
189,180,FK Qarabag,UEFA Europa League,1.39,1.16,50.97
190,192,Club América,Mexican Primera Division Torneo Apertura,1.51,1.28,50.88
191,205,Rostov,Russian Premier Liga,1.35,1.13,50.82
192,193,Bahía,Brasileiro Série A,1.37,1.15,50.73
193,184,Atlético Paranaense,Brasileiro Série A,1.15,0.93,50.65
194,196,Pachuca,Mexican Primera Division Torneo Apertura,1.31,1.1,50.53
195,194,Cardiff City,English League Championship,1.37,1.17,50.33
196,220,New York City FC,Major League Soccer,1.62,1.43,50.15
197,181,FC Utrecht,Dutch Eredivisie,1.65,1.46,50.14
198,199,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
199,197,Spezia,Italy Serie A,1.46,1.29,49.66
200,209,Millwall,English League Championship,1.31,1.14,49.59
201,198,Hamburg SV,German 2. Bundesliga,1.55,1.39,49.5
202,203,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
203,202,Seattle Sounders FC,Major League Soccer,1.46,1.3,49.33
204,219,Middlesbrough,English League Championship,1.25,1.09,49.25
205,211,Corinthians,Brasileiro Série A,1.25,1.1,49.1
206,195,Fortaleza,Brasileiro Série A,1.11,0.96,49.01
207,200,Standard Liege,Belgian Jupiler League,1.32,1.18,48.97
208,201,Bristol City,English League Championship,1.39,1.25,48.95
209,218,Toulouse,French Ligue 2,1.38,1.24,48.85
210,175,Preston North End,English League Championship,1.28,1.14,48.81
211,207,AGF Aarhus,Danish SAS-Ligaen,1.49,1.37,48.66
212,212,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
213,210,Dijon FCO,French Ligue 1,1.31,1.19,48.41
214,214,Racing Club,Argentina Primera Division,1.18,1.06,48.4
215,215,Bragantino,Brasileiro Série A,1.27,1.16,48.17
216,236,FC Nordsjaelland,Danish SAS-Ligaen,1.56,1.47,48.04
217,208,Ceará,Brasileiro Série A,1.27,1.17,47.86
218,223,Huddersfield Town,English League Championship,1.29,1.19,47.86
219,216,Rosenborg,Norwegian Tippeligaen,1.52,1.44,47.83
220,221,Panathinaikos,Greek Super League,1.08,0.98,47.54
221,228,Barnsley,English League Championship,1.25,1.17,47.47
222,235,Pacos Ferreira,Portuguese Liga,1.32,1.24,47.38
223,217,Brondby,Danish SAS-Ligaen,1.46,1.4,47.24
224,213,St Gallen,Swiss Raiffeisen Super League,1.55,1.5,47.18
225,222,Reading,English League Championship,1.23,1.16,47.17
226,230,Santa Clara,Portuguese Liga,1.28,1.22,47.01
227,204,Yokohama F. Marinos,Japanese J League,1.72,1.69,46.87
228,229,Botafogo,Brasileiro Série A,1.28,1.23,46.71
229,226,Morelia,Mexican Primera Division Torneo Clausura,1.43,1.42,46.04
230,231,Lanus,Argentina Primera Division,1.28,1.27,45.68
231,250,Birmingham,English League Championship,1.22,1.22,45.46
232,224,Omonia Nicosia,UEFA Europa League,1.39,1.42,45.19
233,257,Terek Grozny,Russian Premier Liga,1.21,1.23,45.18
234,233,Djurgardens IF,Swedish Allsvenskan,1.38,1.42,45.08
235,225,FC Arsenal Tula,Russian Premier Liga,1.37,1.4,45.0
236,242,Gil Vicente,Portuguese Liga,1.19,1.22,44.87
237,238,Guadalajara,Mexican Primera Division Torneo Apertura,1.24,1.27,44.86
238,240,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
239,253,Mallorca,Spanish Segunda Division,1.06,1.07,44.77
240,241,Famalicao,Portuguese Liga,1.28,1.32,44.77
241,232,Nottingham Forest,English League Championship,1.18,1.21,44.62
242,255,Derby County,English League Championship,1.21,1.26,44.14
243,269,Heerenveen,Dutch Eredivisie,1.55,1.64,44.13
244,248,Pumas Unam,Mexican Primera Division Torneo Apertura,1.29,1.36,44.07
245,247,FC Lugano,Swiss Raiffeisen Super League,1.33,1.41,44.06
246,239,Fortuna Düsseldorf,German 2. Bundesliga,1.36,1.43,44.05
247,267,SC Farense,Portuguese Liga,1.29,1.36,44.03
248,275,Kasimpasa,Turkish Turkcell Super Lig,1.33,1.41,43.97
249,251,Aris Salonika,Greek Super League,1.32,1.4,43.8
250,262,Atlético Goianiense,Brasileiro Série A,1.15,1.21,43.77
251,237,Portimonense,Portuguese Liga,1.17,1.24,43.75
252,299,Boavista,Portuguese Liga,1.17,1.24,43.75
253,256,New England Revolution,Major League Soccer,1.38,1.47,43.69
254,227,Hannover 96,German 2. Bundesliga,1.33,1.43,43.52
255,246,FC Tambov,Russian Premier Liga,1.12,1.2,43.4
256,244,Vasco da Gama,Brasileiro Série A,1.19,1.29,43.29
257,245,Amiens,French Ligue 2,1.1,1.18,43.2
258,243,Queens Park Rangers,English League Championship,1.31,1.43,43.04
259,277,Orlando City SC,Major League Soccer,1.35,1.47,43.03
260,265,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
261,249,Dundalk,UEFA Europa League,1.49,1.64,42.83
262,264,Sivasspor,Turkish Turkcell Super Lig,1.28,1.41,42.81
263,285,Heracles,Dutch Eredivisie,1.34,1.48,42.8
264,266,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
265,254,Sporting Kansas City,Major League Soccer,1.36,1.5,42.63
266,270,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
267,282,Ural Sverdlovsk Oblast,Russian Premier Liga,1.09,1.21,42.46
268,258,Inter Miami CF,Major League Soccer,1.32,1.47,42.44
269,259,IFK Norrkoping,Swedish Allsvenskan,1.55,1.74,42.32
270,261,FC Groningen,Dutch Eredivisie,1.14,1.27,42.32
271,268,Hammarby,Swedish Allsvenskan,1.56,1.74,42.3
272,278,FC Zorya Luhansk,UEFA Europa League,1.2,1.34,42.3
273,260,Moreirense,Portuguese Liga,1.16,1.29,42.2
274,234,Sheffield Wednesday,English League Championship,1.14,1.29,41.97
275,274,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
276,279,Rayo Vallecano,Spanish Segunda Division,1.17,1.33,41.76
277,252,Toronto FC,Major League Soccer,1.33,1.52,41.57
278,289,C.D. Nacional,Portuguese Liga,1.14,1.31,41.53
279,272,Coritiba,Brasileiro Série A,1.1,1.26,41.51
280,298,FC Twente,Dutch Eredivisie,1.34,1.54,41.5
281,263,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.23,1.41,41.45
282,280,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
283,342,Troyes,French Ligue 2,1.07,1.23,41.42
284,271,Slovan Liberec,UEFA Europa League,1.27,1.46,41.36
285,297,Sport Recife,Brasileiro Série A,1.16,1.33,41.29
286,276,Portland Timbers,Major League Soccer,1.49,1.72,41.28
287,284,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
288,283,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.24,1.43,41.22
289,287,FC Luzern,Swiss Raiffeisen Super League,1.37,1.59,41.11
290,273,Kashima Antlers,Japanese J League,1.22,1.42,41.02
291,309,Necaxa,Mexican Primera Division Torneo Apertura,1.14,1.33,40.99
292,291,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
293,292,Goztepe,Turkish Turkcell Super Lig,1.27,1.48,40.91
294,327,Rotherham United,English League Championship,1.14,1.33,40.89
295,293,Servette,Swiss Raiffeisen Super League,1.26,1.48,40.87
296,307,AaB,Danish SAS-Ligaen,1.19,1.39,40.83
297,290,Cerezo Osaka,Japanese J League,1.09,1.28,40.81
298,281,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.22,1.43,40.77
299,305,Chicago Fire,Major League Soccer,1.4,1.64,40.65
300,301,Gamba Osaka,Japanese J League,1.17,1.38,40.61
301,344,St. Pölten,Austrian T-Mobile Bundesliga,1.35,1.6,40.41
302,310,SC Paderborn,German 2. Bundesliga,1.24,1.47,40.37
303,295,Maritimo,Portuguese Liga,1.11,1.33,40.37
304,302,Patronato,Argentina Primera Division,1.2,1.43,40.35
305,303,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
306,308,Monza,Italy Serie B,1.25,1.49,40.3
307,330,FC Dallas,Major League Soccer,1.3,1.56,40.23
308,317,Colorado Rapids,Major League Soccer,1.39,1.67,40.0
309,296,Willem II,Dutch Eredivisie,1.34,1.61,39.96
310,300,Konyaspor,Turkish Turkcell Super Lig,1.13,1.37,39.94
311,311,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.41,39.85
312,286,Columbus Crew,Major League Soccer,1.22,1.48,39.77
313,306,Tijuana,Mexican Primera Division Torneo Apertura,1.13,1.37,39.7
314,313,Banfield,Argentina Primera Division,0.98,1.2,39.66
315,288,Luton Town,English League Championship,1.08,1.32,39.63
316,316,Arizona United,United Soccer League,1.48,1.8,39.5
317,320,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
318,329,Sanfrecce Hiroshima,Japanese J League,1.04,1.3,39.05
319,321,New York Red Bulls,Major League Soccer,1.28,1.59,39.04
320,322,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
321,304,Belenenses,Portuguese Liga,0.96,1.21,38.96
322,324,Odense BK,Danish SAS-Ligaen,1.2,1.5,38.91
323,333,Atlas,Mexican Primera Division Torneo Apertura,1.06,1.34,38.82
324,314,FC Khimki,Russian Premier Liga,1.2,1.5,38.8
325,347,Goiás,Brasileiro Série A,1.16,1.46,38.79
326,294,Tondela,Portuguese Liga,1.1,1.38,38.79
327,323,Lausanne Sports,Swiss Raiffeisen Super League,1.18,1.48,38.71
328,312,PEC Zwolle,Dutch Eredivisie,1.3,1.63,38.7
329,326,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
330,332,Minnesota United FC,Major League Soccer,1.3,1.63,38.63
331,319,Leganes,Spanish Segunda Division,1.01,1.29,38.61
332,328,Henan Jianye,Chinese Super League,1.25,1.57,38.55
333,360,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.49,1.86,38.4
334,340,Almeria,Spanish Segunda Division,1.0,1.29,38.25
335,336,KV Kortrijk,Belgian Jupiler League,1.15,1.48,38.23
336,362,Sporting Gijón,Spanish Segunda Division,0.87,1.13,38.16
337,335,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
338,337,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
339,345,Caykur Rizespor,Turkish Turkcell Super Lig,1.2,1.54,38.07
340,331,Rijeka,UEFA Europa League,1.2,1.54,38.06
341,378,Clermont Foot,French Ligue 2,1.01,1.31,38.06
342,377,KV Mechelen,Belgian Jupiler League,1.29,1.65,38.04
343,315,Cercle Brugge,Belgian Jupiler League,1.24,1.59,38.04
344,387,Fatih Karagümrük,Turkish Turkcell Super Lig,1.19,1.54,37.94
345,341,Huracán,Argentina Primera Division,0.95,1.24,37.93
346,339,FC Juárez,Mexican Primera Division Torneo Apertura,1.11,1.44,37.92
347,371,Nagoya Grampus Eight,Japanese J League,1.01,1.32,37.76
348,358,Girona FC,Spanish Segunda Division,0.92,1.22,37.72
349,348,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
350,370,Kashiwa Reysol,Japanese J League,1.28,1.67,37.59
351,318,BK Hacken,Swedish Allsvenskan,1.07,1.4,37.54
352,325,Toluca,Mexican Primera Division Torneo Apertura,1.24,1.62,37.52
353,354,Coventry City,English League Championship,1.12,1.48,37.43
354,355,FC Sion,Swiss Raiffeisen Super League,1.02,1.36,37.31
355,367,Hartberg,Austrian T-Mobile Bundesliga,1.34,1.75,37.31
356,350,KV Oostende,Belgian Jupiler League,1.14,1.51,37.27
357,356,Atromitos,Greek Super League,1.0,1.33,37.25
358,359,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
359,395,Randers FC,Danish SAS-Ligaen,1.13,1.5,37.16
360,334,OH Leuven,Belgian Jupiler League,1.28,1.68,37.1
361,351,Antalyaspor,Turkish Turkcell Super Lig,1.11,1.48,37.1
362,352,Hull City,English League One,1.18,1.56,37.06
363,364,Spal,Italy Serie B,1.18,1.57,36.82
364,357,Houston Dynamo,Major League Soccer,1.29,1.72,36.71
365,405,SpVgg Greuther Fürth,German 2. Bundesliga,1.15,1.55,36.69
366,346,FC Ufa,Russian Premier Liga,0.88,1.21,36.68
367,366,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
368,368,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
369,343,Sparta,Dutch Eredivisie,1.29,1.73,36.44
370,365,FK Volgograd,Russian Premier Liga,1.02,1.4,36.44
371,349,Brescia,Italy Serie B,1.14,1.55,36.41
372,361,Atlanta United FC,Major League Soccer,1.07,1.46,36.39
373,372,Aberdeen,Scottish Premiership,1.13,1.54,36.36
374,376,SV Darmstadt 98,German 2. Bundesliga,1.21,1.64,36.24
375,363,Puebla,Mexican Primera Division Torneo Apertura,1.08,1.48,36.22
376,382,1. FC Heidenheim 1846,German 2. Bundesliga,1.08,1.49,36.13
377,373,AIK,Swedish Allsvenskan,0.93,1.31,35.93
378,369,Los Angeles Galaxy,Major League Soccer,1.32,1.8,35.88
379,353,Vissel Kobe,Japanese J League,1.43,1.94,35.77
380,394,FC Cartagena,Spanish Segunda Division,1.08,1.51,35.7
381,381,FC Zurich,Swiss Raiffeisen Super League,1.32,1.82,35.67
382,380,Guingamp,French Ligue 2,0.98,1.4,35.41
383,383,Melbourne City,Australian A-League,1.17,1.64,35.39
384,427,Wycombe Wanderers,English League Championship,1.08,1.53,35.33
385,338,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.1,1.56,35.21
386,385,Sydney FC,Australian A-League,1.12,1.58,35.2
387,408,Valerenga,Norwegian Tippeligaen,1.16,1.64,35.17
388,418,Paris FC,French Ligue 2,1.02,1.47,35.06
389,399,Sunderland,English League One,1.0,1.44,35.03
390,389,Hibernian,Scottish Premiership,1.07,1.53,34.89
391,402,San Jose Earthquakes,Major League Soccer,1.21,1.72,34.87
392,379,Las Palmas,Spanish Segunda Division,1.02,1.47,34.86
393,393,Sonderjyske,Danish SAS-Ligaen,1.14,1.63,34.85
394,391,OFI Crete,Greek Super League,1.06,1.52,34.85
395,392,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
396,384,Odd BK,Norwegian Tippeligaen,1.27,1.8,34.72
397,388,Real Salt Lake,Major League Soccer,1.03,1.5,34.6
398,429,Peterborough United,English League One,1.17,1.68,34.57
399,398,Karlsruher SC,German 2. Bundesliga,1.13,1.63,34.55
400,409,IF Elfsborg,Swedish Allsvenskan,1.15,1.66,34.52
401,400,VfL Bochum,German 2. Bundesliga,1.08,1.57,34.39
402,445,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.08,1.58,34.28
403,403,Urawa Red Diamonds,Japanese J League,1.08,1.59,34.21
404,374,Eupen,Belgian Jupiler League,1.08,1.59,34.18
405,401,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.03,1.53,34.16
406,404,Auxerre,French Ligue 2,1.04,1.55,33.91
407,397,1. FC Nürnberg,German 2. Bundesliga,1.1,1.63,33.77
408,410,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
