rank,prev_rank,name,league,off,def,spi
35,32,FC Porto,Portuguese Liga,2.13,0.8,74.58
36,38,Zenit St Petersburg,Russian Premier Liga,2.15,0.82,74.32
37,33,West Ham United,Barclays Premier League,2.03,0.74,74.21
38,41,Celta Vigo,Spanish Primera Division,2.02,0.74,74.02
39,34,Benfica,Portuguese Liga,2.27,0.92,73.9
40,31,AS Monaco,French Ligue 1,2.12,0.85,73.08
41,37,Brighton and Hove Albion,Barclays Premier League,1.85,0.69,72.36
42,42,Eintracht Frankfurt,German Bundesliga,2.14,0.91,72.23
43,43,TSG Hoffenheim,German Bundesliga,2.17,0.93,72.2
44,46,Shakhtar Donetsk,UEFA Europa League,2.23,1.0,71.75
45,45,Getafe,Spanish Primera Division,1.63,0.56,71.64
46,47,Olympiacos,Greek Super League,1.91,0.78,71.43
47,44,Athletic Bilbao,Spanish Primera Division,1.81,0.7,71.31
48,56,Club Brugge,Belgian Jupiler League,1.95,0.81,71.21
49,50,Flamengo,Brasileiro Série A,2.09,0.93,70.94
50,54,Eibar,Spanish Primera Division,1.66,0.62,70.63
51,48,Lazio,Italy Serie A,2.04,0.93,70.0
52,59,Crystal Palace,Barclays Premier League,1.84,0.78,69.98
53,49,Hertha Berlin,German Bundesliga,1.91,0.84,69.95
54,65,VfB Stuttgart,German Bundesliga,2.04,0.95,69.55
55,55,1. FC Union Berlin,German Bundesliga,1.86,0.82,69.31
56,51,Levante,Spanish Primera Division,1.88,0.84,69.2
57,53,Rangers,Scottish Premiership,1.97,0.92,69.1
58,58,Leeds United,Barclays Premier League,2.04,1.0,68.56
59,52,Young Boys,Swiss Raiffeisen Super League,1.99,0.97,68.33
60,57,Real Betis,Spanish Primera Division,1.87,0.87,68.33
61,61,Sporting CP,Portuguese Liga,1.77,0.83,67.41
62,62,Marseille,French Ligue 1,1.7,0.79,67.04
63,60,Osasuna,Spanish Primera Division,1.72,0.81,66.99
64,66,Stade Rennes,French Ligue 1,1.7,0.79,66.94
65,77,Dinamo Zagreb,UEFA Europa League,1.98,1.04,66.47
66,90,FC Krasnodar,Russian Premier Liga,1.86,0.95,66.14
67,63,Cadiz,Spanish Primera Division,1.61,0.77,65.83
68,74,Burnley,Barclays Premier League,1.63,0.79,65.8
69,67,Valencia,Spanish Primera Division,1.84,0.96,65.79
70,85,SC Freiburg,German Bundesliga,1.88,0.99,65.73
71,81,Granada,Spanish Primera Division,1.71,0.86,65.61
72,71,PSV,Dutch Eredivisie,1.99,1.09,65.57
73,76,River Plate,Argentina Primera Division,1.74,0.88,65.48
74,70,Grêmio,Brasileiro Série A,1.65,0.81,65.47
75,82,Udinese,Italy Serie A,1.61,0.8,65.04
76,64,Sassuolo,Italy Serie A,1.88,1.02,64.96
77,73,CSKA Moscow,Russian Premier Liga,1.72,0.89,64.9
78,75,São Paulo,Brasileiro Série A,1.58,0.78,64.85
79,79,Alavés,Spanish Primera Division,1.62,0.81,64.84
80,89,Fulham,Barclays Premier League,1.73,0.92,64.5
81,69,Slavia Prague,UEFA Europa League,1.92,1.08,64.42
82,78,Sheffield United,Barclays Premier League,1.65,0.87,64.21
83,72,Fiorentina,Italy Serie A,1.74,0.94,64.11
84,87,SD Huesca,Spanish Primera Division,1.66,0.88,64.07
85,68,Newcastle,Barclays Premier League,1.7,0.92,63.96
86,98,AFC Bournemouth,English League Championship,1.78,0.98,63.92
87,84,Braga,Portuguese Liga,1.83,1.04,63.69
88,92,LASK Linz,Austrian T-Mobile Bundesliga,1.84,1.05,63.61
89,86,Dynamo Kiev,UEFA Europa League,1.87,1.08,63.45
90,93,Palmeiras,Brasileiro Série A,1.61,0.88,62.98
91,94,Celtic,Scottish Premiership,2.06,1.26,62.98
92,80,FC Cologne,German Bundesliga,1.79,1.04,62.82
93,83,Werder Bremen,German Bundesliga,1.74,1.0,62.77
94,91,Real Valladolid,Spanish Primera Division,1.63,0.92,62.29
95,88,Spartak Moscow,Russian Premier Liga,1.65,0.95,61.89
96,108,Lens,French Ligue 1,1.67,0.97,61.89
97,101,Brentford,English League Championship,1.54,0.87,61.82
98,97,Guangzhou Evergrande,Chinese Super League,1.87,1.15,61.79
99,95,FC Augsburg,German Bundesliga,1.63,0.96,61.39
100,114,Espanyol,Spanish Segunda Division,1.54,0.88,61.38
101,107,Sampdoria,Italy Serie A,1.72,1.05,61.07
102,96,Kawasaki Frontale,Japanese J League,1.9,1.21,61.01
103,103,Bodo/Glimt,Norwegian Tippeligaen,2.33,1.59,60.96
104,100,AZ,Dutch Eredivisie,1.88,1.2,60.8
105,106,Verona,Italy Serie A,1.64,0.99,60.78
106,105,Galatasaray,Turkish Turkcell Super Lig,1.7,1.05,60.66
107,104,PAOK Salonika,Greek Super League,1.47,0.85,60.57
108,102,FC Midtjylland,Danish SAS-Ligaen,1.74,1.08,60.57
109,111,Strasbourg,French Ligue 1,1.67,1.03,60.55
110,117,Mainz,German Bundesliga,1.81,1.16,60.37
111,109,Boca Juniors,Argentina Primera Division,1.47,0.87,60.25
112,116,Atletico Mineiro,Brasileiro Série A,1.62,1.02,59.63
113,115,Nice,French Ligue 1,1.52,0.95,59.39
114,118,Watford,English League Championship,1.54,0.96,59.24
115,99,Bologna,Italy Serie A,1.72,1.13,59.04
116,113,Angers,French Ligue 1,1.46,0.91,58.82
117,112,Montpellier,French Ligue 1,1.64,1.08,58.63
118,110,Bordeaux,French Ligue 1,1.42,0.89,58.47
119,123,Shanghai SIPG,Chinese Super League,1.69,1.13,58.37
120,124,Beijing Guoan,Chinese Super League,1.76,1.21,58.34
121,121,Internacional,Brasileiro Série A,1.4,0.88,58.3
122,131,Norwich City,English League Championship,1.67,1.14,57.91
123,119,Genk,Belgian Jupiler League,1.92,1.37,57.91
124,120,Elche,Spanish Primera Division,1.46,0.96,57.74
125,122,Basel,Swiss Raiffeisen Super League,1.75,1.22,57.67
126,128,Feyenoord,Dutch Eredivisie,1.75,1.23,57.48
127,126,Torino,Italy Serie A,1.73,1.21,57.44
128,127,AEK Athens,Greek Super League,1.52,1.02,57.39
129,151,St Etienne,French Ligue 1,1.4,0.92,57.16
130,134,Sparta Prague,UEFA Europa League,1.74,1.25,56.89
131,129,Maccabi Tel-Aviv,UEFA Europa League,1.48,1.01,56.68
132,132,Tigres UANL,Mexican Primera Division Torneo Apertura,1.49,1.03,56.58
133,145,Parma,Italy Serie A,1.55,1.09,56.49
134,152,Metz,French Ligue 1,1.43,0.99,56.22
135,139,Brest,French Ligue 1,1.69,1.23,56.17
136,136,Malmo FF,Swedish Allsvenskan,1.73,1.27,56.09
137,146,West Bromwich Albion,Barclays Premier League,1.54,1.09,56.05
138,137,Red Star Belgrade,UEFA Europa League,1.75,1.31,55.76
139,135,Besiktas,Turkish Turkcell Super Lig,1.85,1.4,55.75
140,130,Cardiff City,English League Championship,1.47,1.05,55.58
141,148,Alanyaspor,Turkish Turkcell Super Lig,1.51,1.09,55.44
142,169,Benevento,Italy Serie A,1.51,1.11,55.15
143,141,Molde,Norwegian Tippeligaen,1.99,1.56,55.03
144,147,Nantes,French Ligue 1,1.51,1.11,54.92
145,153,Cagliari,Italy Serie A,1.62,1.22,54.87
146,138,Arminia Bielefeld,German Bundesliga,1.5,1.11,54.85
147,150,Trabzonspor,Turkish Turkcell Super Lig,1.65,1.26,54.72
148,171,Sochi,Russian Premier Liga,1.45,1.07,54.58
149,143,Reims,French Ligue 1,1.45,1.07,54.57
150,157,León,Mexican Primera Division Torneo Apertura,1.49,1.11,54.56
151,144,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.74,1.37,53.98
152,159,Ferencvaros,UEFA Champions League,1.62,1.26,53.98
153,154,Spezia,Italy Serie A,1.56,1.21,53.83
154,125,Lokomotiv Moscow,Russian Premier Liga,1.42,1.08,53.82
155,158,Genoa,Italy Serie A,1.52,1.17,53.79
156,142,Dinamo Moscow,Russian Premier Liga,1.33,1.0,53.57
157,155,Stoke City,English League Championship,1.3,0.98,53.51
158,164,Schalke 04,German Bundesliga,1.59,1.26,53.43
159,162,Velez Sarsfield,Argentina Primera Division,1.22,0.9,53.34
160,163,Hapoel Be'er,UEFA Europa League,1.62,1.29,53.32
161,161,Bragantino,Brasileiro Série A,1.33,1.01,53.25
162,167,Anderlecht,Belgian Jupiler League,1.49,1.17,53.17
163,166,Monterrey,Mexican Primera Division Torneo Apertura,1.56,1.24,53.09
164,133,Fenerbahce,Turkish Turkcell Super Lig,1.68,1.37,52.94
165,156,Fluminense,Brasileiro Série A,1.3,1.0,52.8
166,180,CSKA Sofia,UEFA Europa League,1.32,1.02,52.77
167,165,Rostov,Russian Premier Liga,1.39,1.09,52.68
168,140,Rapid Vienna,Austrian T-Mobile Bundesliga,1.81,1.51,52.49
169,160,Santos,Brasileiro Série A,1.39,1.1,52.49
170,170,Cruz Azul,Mexican Primera Division Torneo Apertura,1.5,1.22,52.37
171,168,Vitesse,Dutch Eredivisie,1.6,1.31,52.31
172,182,Mallorca,Spanish Segunda Division,1.19,0.92,52.1
173,174,Pachuca,Mexican Primera Division Torneo Apertura,1.3,1.03,52.09
174,188,Crotone,Italy Serie A,1.38,1.11,51.95
175,172,Swansea City,English League Championship,1.29,1.03,51.93
176,175,Guimaraes,Portuguese Liga,1.28,1.01,51.86
177,177,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
178,185,FC Copenhagen,Danish SAS-Ligaen,1.6,1.34,51.76
179,179,Rio Ave,Portuguese Liga,1.21,0.95,51.75
180,199,Lorient,French Ligue 1,1.39,1.13,51.71
181,173,Blackburn,English League Championship,1.48,1.23,51.66
182,181,Santos Laguna,Mexican Primera Division Torneo Apertura,1.46,1.21,51.55
183,190,Middlesbrough,English League Championship,1.28,1.03,51.52
184,183,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
185,149,Antwerp,Belgian Jupiler League,1.51,1.28,51.18
186,186,Los Angeles FC,Major League Soccer,1.78,1.55,50.97
187,187,Philadelphia Union,Major League Soccer,1.6,1.38,50.91
188,191,CFR 1907 Cluj,UEFA Europa League,1.47,1.25,50.79
189,189,New York City FC,Major League Soccer,1.67,1.46,50.69
190,202,FC Utrecht,Dutch Eredivisie,1.59,1.39,50.32
191,205,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.45,1.26,50.2
192,178,Ludogorets,UEFA Europa League,1.54,1.35,50.16
193,193,Club América,Mexican Primera Division Torneo Apertura,1.49,1.3,50.0
194,184,Lech Poznan,UEFA Europa League,1.34,1.16,49.84
195,203,Corinthians,Brasileiro Série A,1.19,1.01,49.83
196,209,Rubin Kazan,Russian Premier Liga,1.19,1.0,49.83
197,176,Ceará,Brasileiro Série A,1.36,1.18,49.82
198,195,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
199,196,Pacos Ferreira,Portuguese Liga,1.32,1.15,49.67
200,207,Sporting de Charleroi,Belgian Jupiler League,1.47,1.31,49.61
201,198,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
202,223,KAA Gent,Belgian Jupiler League,1.55,1.39,49.32
203,201,Brondby,Danish SAS-Ligaen,1.55,1.4,49.26
204,192,Reading,English League Championship,1.31,1.16,49.23
205,200,Atlético Paranaense,Brasileiro Série A,1.17,1.02,49.06
206,208,Fortaleza,Brasileiro Série A,1.17,1.02,48.9
207,212,AGF Aarhus,Danish SAS-Ligaen,1.52,1.4,48.62
208,210,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
209,204,Dijon FCO,French Ligue 1,1.27,1.14,48.55
210,194,Standard Liege,Belgian Jupiler League,1.4,1.28,48.51
211,211,Racing Club,Argentina Primera Division,1.18,1.06,48.4
212,226,Toulouse,French Ligue 2,1.51,1.4,48.4
213,217,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.58,1.48,48.23
214,197,Seattle Sounders FC,Major League Soccer,1.43,1.33,48.14
215,218,St Gallen,Swiss Raiffeisen Super League,1.46,1.37,47.87
216,215,Millwall,English League Championship,1.18,1.08,47.77
217,216,FK Qarabag,UEFA Europa League,1.32,1.23,47.77
218,229,Barnsley,English League Championship,1.24,1.14,47.73
219,219,Santa Clara,Portuguese Liga,1.28,1.19,47.6
220,220,Panathinaikos,Greek Super League,1.08,0.98,47.54
221,224,Yokohama F. Marinos,Japanese J League,1.76,1.71,47.25
222,214,FC Nordsjaelland,Danish SAS-Ligaen,1.47,1.44,46.67
223,227,Guadalajara,Mexican Primera Division Torneo Apertura,1.26,1.22,46.42
224,206,Nimes,French Ligue 1,1.3,1.27,46.33
225,213,Huddersfield Town,English League Championship,1.24,1.2,46.29
226,242,Hamburg SV,German 2. Bundesliga,1.44,1.43,46.07
227,231,Morelia,Mexican Primera Division Torneo Clausura,1.43,1.42,46.04
228,225,Bahía,Brasileiro Série A,1.27,1.26,45.96
229,233,Lanus,Argentina Primera Division,1.28,1.27,45.68
230,259,Atlético Goianiense,Brasileiro Série A,1.14,1.12,45.64
231,234,Gil Vicente,Portuguese Liga,1.17,1.16,45.6
232,236,Queens Park Rangers,English League Championship,1.31,1.31,45.54
233,246,FC Khimki,Russian Premier Liga,1.34,1.35,45.53
234,228,Omonia Nicosia,UEFA Europa League,1.41,1.43,45.33
235,235,New England Revolution,Major League Soccer,1.4,1.43,45.11
236,230,Terek Grozny,Russian Premier Liga,1.09,1.1,44.96
237,262,Derby County,English League Championship,1.12,1.13,44.94
238,237,FC Zorya Luhansk,UEFA Europa League,1.27,1.29,44.92
239,221,Preston North End,English League Championship,1.27,1.31,44.83
240,239,Portimonense,Portuguese Liga,1.16,1.18,44.83
241,240,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
242,241,Famalicao,Portuguese Liga,1.27,1.3,44.81
243,253,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.33,1.38,44.65
244,232,FC Lugano,Swiss Raiffeisen Super League,1.21,1.25,44.65
245,238,Pumas Unam,Mexican Primera Division Torneo Apertura,1.25,1.3,44.41
246,254,Almeria,Spanish Segunda Division,1.12,1.15,44.37
247,257,Ural Sverdlovsk Oblast,Russian Premier Liga,1.16,1.21,44.29
248,243,FC Groningen,Dutch Eredivisie,1.14,1.18,44.28
249,272,Rotherham United,English League Championship,1.25,1.31,44.11
250,244,Djurgardens IF,Swedish Allsvenskan,1.3,1.37,44.07
251,247,Aris Salonika,Greek Super League,1.32,1.4,43.8
252,292,Luton Town,English League Championship,1.12,1.18,43.79
253,252,Nottingham Forest,English League Championship,1.12,1.19,43.69
254,249,SC Farense,Portuguese Liga,1.27,1.36,43.58
255,250,Boavista,Portuguese Liga,1.12,1.19,43.55
256,222,Bristol City,English League Championship,1.19,1.28,43.4
257,260,Heerenveen,Dutch Eredivisie,1.53,1.66,43.36
258,256,FC Luzern,Swiss Raiffeisen Super League,1.4,1.52,43.33
259,267,Kashima Antlers,Japanese J League,1.29,1.39,43.24
260,258,FC Twente,Dutch Eredivisie,1.44,1.57,43.16
261,265,Botafogo,Brasileiro Série A,1.18,1.29,42.94
262,248,Sivasspor,Turkish Turkcell Super Lig,1.15,1.26,42.89
263,261,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
264,245,FC Arsenal Tula,Russian Premier Liga,1.15,1.26,42.79
265,264,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
266,268,Troyes,French Ligue 2,1.17,1.28,42.65
267,255,Birmingham,English League Championship,1.13,1.24,42.62
268,266,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
269,273,Vasco da Gama,Brasileiro Série A,1.14,1.28,42.24
270,290,Rosenborg,Norwegian Tippeligaen,1.4,1.57,42.15
271,289,Hannover 96,German 2. Bundesliga,1.22,1.37,42.14
272,270,Portland Timbers,Major League Soccer,1.47,1.65,42.13
273,269,Kasimpasa,Turkish Turkcell Super Lig,1.34,1.51,42.08
274,271,Necaxa,Mexican Primera Division Torneo Apertura,1.14,1.29,41.95
275,263,Goztepe,Turkish Turkcell Super Lig,1.27,1.44,41.95
276,251,Konyaspor,Turkish Turkcell Super Lig,1.23,1.39,41.92
277,274,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
278,317,Monza,Italy Serie B,1.21,1.38,41.78
279,279,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
280,308,FC Zurich,Swiss Raiffeisen Super League,1.37,1.58,41.31
281,280,Sporting Kansas City,Major League Soccer,1.36,1.57,41.31
282,275,St. Pölten,Austrian T-Mobile Bundesliga,1.41,1.63,41.28
283,319,Sparta,Dutch Eredivisie,1.39,1.6,41.25
284,282,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
285,299,Randers FC,Danish SAS-Ligaen,1.24,1.44,41.22
286,339,OH Leuven,Belgian Jupiler League,1.42,1.64,41.18
287,284,Chicago Fire,Major League Soccer,1.48,1.72,41.16
288,330,Servette,Swiss Raiffeisen Super League,1.25,1.45,41.15
289,285,Minnesota United FC,Major League Soccer,1.42,1.65,41.11
290,281,Dundalk,UEFA Europa League,1.48,1.72,41.02
291,287,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
292,278,FC Ufa,Russian Premier Liga,0.94,1.1,40.81
293,325,Columbus Crew,Major League Soccer,1.28,1.5,40.81
294,307,Fortuna Düsseldorf,German 2. Bundesliga,1.26,1.48,40.79
295,277,Amiens,French Ligue 2,1.05,1.24,40.66
296,286,AaB,Danish SAS-Ligaen,1.18,1.4,40.58
297,291,Orlando City SC,Major League Soccer,1.32,1.56,40.56
298,293,Inter Miami CF,Major League Soccer,1.28,1.51,40.49
299,294,Moreirense,Portuguese Liga,1.06,1.26,40.48
300,296,Patronato,Argentina Primera Division,1.2,1.43,40.35
301,298,Maritimo,Portuguese Liga,1.11,1.32,40.32
302,300,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
303,302,Rayo Vallecano,Spanish Segunda Division,1.03,1.24,40.28
304,303,Tijuana,Mexican Primera Division Torneo Apertura,1.15,1.38,40.19
305,304,IFK Norrkoping,Swedish Allsvenskan,1.53,1.82,40.17
306,306,Coventry City,English League Championship,1.09,1.32,40.05
307,283,Leganes,Spanish Segunda Division,0.98,1.18,40.04
308,297,Auxerre,French Ligue 2,1.23,1.47,40.02
309,310,Belenenses,Portuguese Liga,0.93,1.13,39.93
310,311,C.D. Nacional,Portuguese Liga,1.12,1.36,39.92
311,312,Colorado Rapids,Major League Soccer,1.37,1.65,39.89
312,295,Slovan Liberec,UEFA Europa League,1.19,1.44,39.87
313,309,Clermont Foot,French Ligue 2,0.96,1.17,39.72
314,324,Goiás,Brasileiro Série A,1.1,1.35,39.69
315,316,Toronto FC,Major League Soccer,1.29,1.57,39.67
316,375,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.17,1.42,39.67
317,318,Banfield,Argentina Primera Division,0.98,1.2,39.66
318,320,Tondela,Portuguese Liga,1.16,1.42,39.57
319,321,Atlas,Mexican Primera Division Torneo Apertura,1.08,1.32,39.56
320,333,Rijeka,UEFA Europa League,1.28,1.56,39.55
321,323,Arizona United,United Soccer League,1.48,1.8,39.5
322,326,FC Dallas,Major League Soccer,1.27,1.55,39.47
323,301,PEC Zwolle,Dutch Eredivisie,1.3,1.59,39.43
324,328,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.44,39.38
325,337,Sport Recife,Brasileiro Série A,1.08,1.34,39.28
326,313,Heracles,Dutch Eredivisie,1.25,1.54,39.21
327,340,Girona FC,Spanish Segunda Division,0.89,1.11,39.2
328,332,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
329,334,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
330,276,SC Paderborn,German 2. Bundesliga,1.2,1.5,38.98
331,335,BK Hacken,Swedish Allsvenskan,1.07,1.34,38.97
332,344,Kashiwa Reysol,Japanese J League,1.23,1.53,38.92
333,373,Hibernian,Scottish Premiership,1.21,1.51,38.9
334,336,New York Red Bulls,Major League Soccer,1.3,1.63,38.83
335,331,Coritiba,Brasileiro Série A,1.05,1.33,38.71
336,338,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
337,341,Henan Jianye,Chinese Super League,1.25,1.57,38.55
338,342,FC Juárez,Mexican Primera Division Torneo Apertura,1.12,1.42,38.51
339,366,SV Zulte Waregem,Belgian Jupiler League,1.31,1.66,38.39
340,349,Odense BK,Danish SAS-Ligaen,1.19,1.52,38.37
341,346,Toluca,Mexican Primera Division Torneo Apertura,1.24,1.59,38.16
342,347,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
343,314,KV Kortrijk,Belgian Jupiler League,1.2,1.54,38.1
344,348,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
345,315,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.58,1.99,38.08
346,388,Grenoble,French Ligue 2,0.96,1.25,38.0
347,351,Huracán,Argentina Primera Division,0.95,1.24,37.93
348,353,Hammarby,Swedish Allsvenskan,1.48,1.89,37.89
349,288,Hull City,English League One,1.22,1.58,37.85
350,350,1. FC Heidenheim 1846,German 2. Bundesliga,1.07,1.4,37.83
351,361,Karlsruher SC,German 2. Bundesliga,1.21,1.57,37.8
352,356,Lecce,Italy Serie B,1.25,1.61,37.79
353,360,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.15,1.5,37.73
354,354,Wycombe Wanderers,English League Championship,1.1,1.44,37.72
355,357,Eupen,Belgian Jupiler League,1.15,1.5,37.66
356,329,Sheffield Wednesday,English League Championship,0.98,1.29,37.64
357,358,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
358,343,SpVgg Greuther Fürth,German 2. Bundesliga,1.18,1.54,37.61
359,355,VfL Bochum,German 2. Bundesliga,1.2,1.56,37.57
360,362,Atlanta United FC,Major League Soccer,1.11,1.46,37.41
361,322,Cerezo Osaka,Japanese J League,0.97,1.3,37.4
362,363,Atromitos,Greek Super League,1.0,1.33,37.25
363,365,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
364,327,Sanfrecce Hiroshima,Japanese J League,0.95,1.28,37.06
365,364,Sonderjyske,Danish SAS-Ligaen,1.19,1.58,37.05
366,305,KV Mechelen,Belgian Jupiler League,1.35,1.78,37.02
367,377,Lausanne Sports,Swiss Raiffeisen Super League,1.13,1.51,36.94
368,372,Antalyaspor,Turkish Turkcell Super Lig,1.07,1.44,36.93
369,367,Nashville SC,Major League Soccer,0.99,1.33,36.92
370,406,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.17,1.56,36.9
371,359,Nagoya Grampus Eight,Japanese J League,0.9,1.23,36.86
372,378,Holstein Kiel,German 2. Bundesliga,1.18,1.58,36.82
373,345,Fatih Karagümrük,Turkish Turkcell Super Lig,1.16,1.56,36.77
374,371,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
375,395,Real Oviedo,Spanish Segunda Division,1.0,1.37,36.51
376,352,1. FC Nürnberg,German 2. Bundesliga,1.13,1.53,36.49
377,374,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
378,379,Sporting Gijón,Spanish Segunda Division,0.81,1.14,36.33
379,391,KV Oostende,Belgian Jupiler League,1.12,1.53,36.3
380,376,Houston Dynamo,Major League Soccer,1.28,1.73,36.3
381,387,Caykur Rizespor,Turkish Turkcell Super Lig,1.23,1.67,36.22
382,381,Hartberg,Austrian T-Mobile Bundesliga,1.32,1.79,36.19
383,370,FC Tambov,Russian Premier Liga,0.99,1.39,35.95
384,402,SV Darmstadt 98,German 2. Bundesliga,1.23,1.69,35.74
385,380,San Jose Earthquakes,Major League Soccer,1.29,1.78,35.71
386,400,Mirandes,Spanish Segunda Division,0.88,1.26,35.68
387,394,Aberdeen,Scottish Premiership,1.08,1.51,35.65
388,401,Gamba Osaka,Japanese J League,1.08,1.51,35.64
389,382,Puebla,Mexican Primera Division Torneo Apertura,1.04,1.46,35.64
390,383,Viking FK,Norwegian Tippeligaen,1.4,1.92,35.62
391,405,FK Volgograd,Russian Premier Liga,0.93,1.33,35.48
392,368,Willem II,Dutch Eredivisie,1.26,1.75,35.42
393,384,IF Elfsborg,Swedish Allsvenskan,1.2,1.68,35.41
394,385,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.09,1.53,35.39
395,386,Melbourne City,Australian A-League,1.17,1.64,35.39
396,392,Valerenga,Norwegian Tippeligaen,1.11,1.56,35.34
397,389,Sydney FC,Australian A-League,1.12,1.58,35.2
398,390,Kristiansund BK,Norwegian Tippeligaen,1.3,1.82,35.18
399,393,Hatayspor,Turkish Turkcell Super Lig,1.06,1.52,34.96
400,396,OFI Crete,Greek Super League,1.06,1.52,34.85
401,398,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
402,397,FC Sion,Swiss Raiffeisen Super League,1.09,1.58,34.55
403,399,Guingamp,French Ligue 2,0.97,1.43,34.48
404,369,Spal,Italy Serie B,1.03,1.52,34.4
405,403,Los Angeles Galaxy,Major League Soccer,1.27,1.83,34.26
406,438,Sunderland,English League One,0.98,1.47,34.01
407,415,Lugo,Spanish Segunda Division,0.86,1.31,33.94
408,409,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
409,410,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
410,412,Real Salt Lake,Major League Soccer,1.0,1.51,33.64
411,414,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
412,416,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
413,423,FC Tokyo,Japanese J League,0.95,1.45,33.41
414,413,Caen,French Ligue 2,0.89,1.38,33.3
415,419,AIK,Swedish Allsvenskan,0.87,1.36,33.28
416,407,Las Palmas,Spanish Segunda Division,0.94,1.45,33.28
