rank,prev_rank,name,league,off,def,spi
32,38,West Ham United,Barclays Premier League,2.05,0.72,75.13
33,32,FC Porto,Portuguese Liga,2.17,0.82,74.61
34,37,Southampton,Barclays Premier League,2.0,0.72,74.22
35,35,Olympiacos,Greek Super League,2.0,0.72,74.19
36,33,Everton,Barclays Premier League,2.09,0.79,74.03
37,34,Getafe,Spanish Primera Division,1.71,0.54,73.79
38,39,Benfica,Portuguese Liga,2.24,0.92,73.52
39,41,Eintracht Frankfurt,German Bundesliga,2.14,0.86,73.34
40,46,AS Monaco,French Ligue 1,2.16,0.88,73.14
41,40,Aston Villa,Barclays Premier League,2.1,0.85,72.89
42,36,TSG Hoffenheim,German Bundesliga,2.32,1.01,72.85
43,45,VfL Wolfsburg,German Bundesliga,1.94,0.75,72.68
44,47,Athletic Bilbao,Spanish Primera Division,1.83,0.67,72.59
45,42,Shakhtar Donetsk,UEFA Champions League,2.31,1.02,72.48
46,44,Brighton and Hove Albion,Barclays Premier League,1.9,0.74,72.08
47,48,Lazio,Italy Serie A,2.02,0.89,70.64
48,49,Celta Vigo,Spanish Primera Division,1.86,0.79,70.02
49,51,Osasuna,Spanish Primera Division,1.72,0.7,69.77
50,56,Flamengo,Brasileiro Série A,2.06,0.96,69.71
51,43,Real Betis,Spanish Primera Division,1.93,0.86,69.66
52,55,1. FC Union Berlin,German Bundesliga,1.84,0.81,69.32
53,50,Hertha Berlin,German Bundesliga,2.04,0.97,69.04
54,66,Rangers,Scottish Premiership,1.91,0.89,68.58
55,53,Club Brugge,Belgian Jupiler League,1.98,0.94,68.55
56,52,CSKA Moscow,Russian Premier Liga,1.74,0.77,68.5
57,57,Young Boys,Swiss Raiffeisen Super League,1.95,0.93,68.38
58,54,Granada,Spanish Primera Division,1.72,0.77,67.87
59,58,Levante,Spanish Primera Division,1.85,0.88,67.77
60,70,Leeds United,Barclays Premier League,1.92,0.94,67.56
61,59,Sporting CP,Portuguese Liga,1.78,0.84,67.36
62,60,Crystal Palace,Barclays Premier League,1.77,0.84,67.16
63,64,Valencia,Spanish Primera Division,1.91,0.96,67.03
64,62,Burnley,Barclays Premier League,1.68,0.79,66.74
65,65,Stade Rennes,French Ligue 1,1.7,0.81,66.5
66,67,Sassuolo,Italy Serie A,1.98,1.04,66.5
67,69,Dynamo Kiev,UEFA Champions League,1.98,1.04,66.35
68,63,Fiorentina,Italy Serie A,1.78,0.88,66.27
69,74,Eibar,Spanish Primera Division,1.57,0.74,65.79
70,61,Cadiz,Spanish Primera Division,1.6,0.76,65.76
71,80,Werder Bremen,German Bundesliga,1.77,0.91,65.62
72,71,River Plate,Argentina Primera Division,1.74,0.88,65.48
73,68,Sheffield United,Barclays Premier League,1.63,0.81,65.25
74,75,PSV,Dutch Eredivisie,1.96,1.08,65.14
75,72,Newcastle,Barclays Premier League,1.67,0.86,64.76
76,77,Slavia Prague,UEFA Europa League,1.94,1.08,64.6
77,78,SD Huesca,Spanish Primera Division,1.68,0.89,64.34
78,73,Celtic,Scottish Premiership,2.13,1.26,64.32
79,85,VfB Stuttgart,German Bundesliga,1.85,1.03,64.28
80,79,Marseille,French Ligue 1,1.6,0.82,64.26
81,81,Dinamo Zagreb,UEFA Europa League,1.92,1.09,64.16
82,83,Grêmio,Brasileiro Série A,1.62,0.85,64.0
83,76,FC Cologne,German Bundesliga,1.8,1.01,63.65
84,82,AFC Bournemouth,English League Championship,1.75,1.0,62.93
85,86,Udinese,Italy Serie A,1.57,0.85,62.77
86,84,Alavés,Spanish Primera Division,1.61,0.89,62.65
87,89,Braga,Portuguese Liga,1.75,1.03,62.12
88,99,Real Valladolid,Spanish Primera Division,1.59,0.9,62.07
89,90,Fulham,Barclays Premier League,1.74,1.04,61.81
90,101,FC Augsburg,German Bundesliga,1.67,0.98,61.8
91,92,Guangzhou Evergrande,Chinese Super League,1.87,1.15,61.79
92,88,São Paulo,Brasileiro Série A,1.51,0.85,61.62
93,96,PAOK Salonika,Greek Super League,1.47,0.82,61.55
94,93,LASK Linz,Austrian T-Mobile Bundesliga,1.77,1.09,61.16
95,87,SC Freiburg,German Bundesliga,1.83,1.15,61.11
96,97,Spartak Moscow,Russian Premier Liga,1.61,0.95,61.1
97,104,Lens,French Ligue 1,1.65,0.99,61.1
98,103,AZ,Dutch Eredivisie,1.92,1.23,61.08
99,105,Nice,French Ligue 1,1.61,0.97,60.69
100,108,Norwich City,English League Championship,1.7,1.05,60.67
101,111,Bologna,Italy Serie A,1.72,1.07,60.58
102,94,Sampdoria,Italy Serie A,1.7,1.06,60.53
103,102,Brentford,English League Championship,1.55,0.93,60.32
104,98,Kawasaki Frontale,Japanese J League,1.84,1.19,60.32
105,106,Boca Juniors,Argentina Primera Division,1.47,0.87,60.25
106,107,AEK Athens,Greek Super League,1.56,0.95,60.21
107,100,Palmeiras,Brasileiro Série A,1.5,0.89,60.2
108,109,Feyenoord,Dutch Eredivisie,1.95,1.3,59.96
109,91,Espanyol,Spanish Segunda Division,1.51,0.91,59.89
110,95,Atletico Mineiro,Brasileiro Série A,1.67,1.06,59.84
111,113,Verona,Italy Serie A,1.6,1.01,59.46
112,110,Basel,Swiss Raiffeisen Super League,1.83,1.22,59.32
113,114,FC Krasnodar,Russian Premier Liga,1.67,1.08,59.24
114,118,FC Midtjylland,Danish SAS-Ligaen,1.78,1.19,59.11
115,117,Nantes,French Ligue 1,1.52,0.97,58.74
116,115,West Bromwich Albion,Barclays Premier League,1.53,0.98,58.65
117,130,Mainz,German Bundesliga,1.86,1.29,58.42
118,120,Shanghai SIPG,Chinese Super League,1.69,1.13,58.37
119,121,Beijing Guoan,Chinese Super League,1.76,1.21,58.34
120,112,Watford,English League Championship,1.58,1.05,58.23
121,127,Elche,Spanish Primera Division,1.56,1.02,58.21
122,119,Strasbourg,French Ligue 1,1.62,1.09,58.08
123,124,Angers,French Ligue 1,1.5,0.98,58.01
124,116,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.7,1.16,57.96
125,133,Torino,Italy Serie A,1.71,1.18,57.76
126,129,Dinamo Moscow,Russian Premier Liga,1.39,0.89,57.73
127,125,Montpellier,French Ligue 1,1.64,1.12,57.72
128,138,Alanyaspor,Turkish Turkcell Super Lig,1.6,1.09,57.62
129,123,Internacional,Brasileiro Série A,1.41,0.92,57.38
130,131,Bordeaux,French Ligue 1,1.36,0.88,57.36
131,128,Bodo/Glimt,Norwegian Tippeligaen,2.15,1.61,57.17
132,136,Red Star Belgrade,UEFA Europa League,1.89,1.4,56.63
133,126,Galatasaray,Turkish Turkcell Super Lig,1.59,1.12,56.62
134,135,Reims,French Ligue 1,1.49,1.03,56.38
135,122,Rapid Vienna,Austrian T-Mobile Bundesliga,1.9,1.42,56.36
136,134,Malmo FF,Swedish Allsvenskan,1.68,1.22,56.31
137,139,Lokomotiv Moscow,Russian Premier Liga,1.45,1.0,56.3
138,132,Cagliari,Italy Serie A,1.62,1.17,56.2
139,137,Metz,French Ligue 1,1.41,0.97,56.19
140,160,Fenerbahce,Turkish Turkcell Super Lig,1.71,1.25,56.07
141,145,Brest,French Ligue 1,1.67,1.24,55.68
142,142,Tigres UANL,Mexican Primera Division Torneo Apertura,1.47,1.05,55.62
143,146,Hapoel Be'er,UEFA Europa League,1.71,1.29,55.22
144,144,Trabzonspor,Turkish Turkcell Super Lig,1.78,1.36,55.22
145,147,Maccabi Tel-Aviv,UEFA Europa League,1.47,1.07,55.2
146,154,Genoa,Italy Serie A,1.5,1.11,54.98
147,150,Ludogorets,UEFA Europa League,1.62,1.22,54.9
148,158,Genk,Belgian Jupiler League,1.79,1.39,54.86
149,151,Sparta Prague,UEFA Europa League,1.71,1.31,54.83
150,152,Cruz Azul,Mexican Primera Division Torneo Apertura,1.56,1.17,54.76
151,148,Arminia Bielefeld,German Bundesliga,1.49,1.11,54.61
152,140,Sporting de Charleroi,Belgian Jupiler League,1.53,1.15,54.55
153,168,Molde,Norwegian Tippeligaen,1.92,1.52,54.54
154,170,Atlético Paranaense,Brasileiro Série A,1.23,0.87,54.46
155,141,Parma,Italy Serie A,1.59,1.21,54.44
156,143,Schalke 04,German Bundesliga,1.59,1.22,54.35
157,153,Swansea City,English League Championship,1.41,1.04,54.33
158,149,Anderlecht,Belgian Jupiler League,1.57,1.21,54.01
159,157,Ferencvaros,UEFA Champions League,1.64,1.28,53.9
160,165,Vitesse,Dutch Eredivisie,1.64,1.3,53.62
161,155,Santos,Brasileiro Série A,1.34,1.01,53.52
162,156,St Etienne,French Ligue 1,1.39,1.06,53.46
163,161,Lech Poznan,UEFA Europa League,1.44,1.1,53.46
164,163,Velez Sarsfield,Argentina Primera Division,1.22,0.9,53.34
165,169,Cardiff City,English League Championship,1.44,1.12,53.23
166,164,León,Mexican Primera Division Torneo Apertura,1.52,1.2,53.19
167,176,Besiktas,Turkish Turkcell Super Lig,1.73,1.4,53.16
168,162,Monterrey,Mexican Primera Division Torneo Apertura,1.56,1.24,53.09
169,178,KAA Gent,Belgian Jupiler League,1.65,1.33,52.96
170,166,Antwerp,Belgian Jupiler League,1.53,1.22,52.75
171,167,Stoke City,English League Championship,1.44,1.14,52.72
172,177,Spezia,Italy Serie A,1.47,1.17,52.54
173,173,Rio Ave,Portuguese Liga,1.27,0.98,52.41
174,174,Philadelphia Union,Major League Soccer,1.64,1.35,52.35
175,190,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.65,1.37,52.2
176,175,CSKA Sofia,UEFA Europa League,1.32,1.04,52.17
177,172,Crotone,Italy Serie A,1.43,1.15,52.14
178,196,Rostov,Russian Premier Liga,1.35,1.08,52.03
179,184,Fluminense,Brasileiro Série A,1.26,0.99,52.0
180,181,Nimes,French Ligue 1,1.41,1.14,51.99
181,187,Benevento,Italy Serie A,1.53,1.26,51.93
182,186,Sochi,Russian Premier Liga,1.47,1.21,51.84
183,179,Defensa y Justicia,Argentina Primera Division,1.28,1.02,51.81
184,208,Bragantino,Brasileiro Série A,1.34,1.08,51.75
185,159,Santos Laguna,Mexican Primera Division Torneo Apertura,1.46,1.21,51.55
186,182,CFR 1907 Cluj,UEFA Europa League,1.5,1.26,51.38
187,183,Jiangsu Suning FC,Chinese Super League,1.5,1.26,51.28
188,180,Middlesbrough,English League Championship,1.24,1.01,51.05
189,206,Pachuca,Mexican Primera Division Torneo Apertura,1.31,1.08,51.04
190,185,Blackburn,English League Championship,1.48,1.25,51.04
191,188,Guimaraes,Portuguese Liga,1.29,1.07,50.92
192,189,Los Angeles FC,Major League Soccer,1.76,1.54,50.86
193,194,New York City FC,Major League Soccer,1.67,1.46,50.69
194,171,Lorient,French Ligue 1,1.41,1.2,50.62
195,195,Club América,Mexican Primera Division Torneo Apertura,1.49,1.3,50.24
196,200,Preston North End,English League Championship,1.3,1.12,49.86
197,198,Shandong Luneng,Chinese Super League,1.6,1.43,49.81
198,199,FK Qarabag,UEFA Europa League,1.35,1.17,49.8
199,216,Brondby,Danish SAS-Ligaen,1.51,1.35,49.6
200,201,CA Independiente,Argentina Primera Division,1.2,1.04,49.46
201,197,Bristol City,English League Championship,1.36,1.2,49.46
202,202,Seattle Sounders FC,Major League Soccer,1.45,1.29,49.31
203,210,Fortaleza,Brasileiro Série A,1.18,1.02,49.17
204,192,FC Copenhagen,Danish SAS-Ligaen,1.58,1.44,49.08
205,205,Dijon FCO,French Ligue 1,1.33,1.18,48.94
206,213,Ceará,Brasileiro Série A,1.31,1.17,48.93
207,193,Bahía,Brasileiro Série A,1.33,1.2,48.85
208,203,Millwall,English League Championship,1.25,1.11,48.8
209,191,Rubin Kazan,Russian Premier Liga,1.22,1.09,48.67
210,211,FC Utrecht,Dutch Eredivisie,1.56,1.44,48.66
211,212,Newell's Old Boys,Argentina Primera Division,1.24,1.11,48.58
212,214,Racing Club,Argentina Primera Division,1.18,1.06,48.4
213,209,AGF Aarhus,Danish SAS-Ligaen,1.47,1.38,48.06
214,207,Standard Liege,Belgian Jupiler League,1.34,1.24,47.91
215,215,Corinthians,Brasileiro Série A,1.2,1.1,47.9
216,227,Terek Grozny,Russian Premier Liga,1.26,1.17,47.54
217,218,Panathinaikos,Greek Super League,1.08,0.98,47.54
218,221,Pacos Ferreira,Portuguese Liga,1.32,1.24,47.38
219,222,FC Nordsjaelland,Danish SAS-Ligaen,1.51,1.45,47.36
220,217,Yokohama F. Marinos,Japanese J League,1.76,1.71,47.25
221,219,St Gallen,Swiss Raiffeisen Super League,1.52,1.48,46.87
222,224,Huddersfield Town,English League Championship,1.3,1.25,46.86
223,228,Barnsley,English League Championship,1.24,1.19,46.74
224,220,Mallorca,Spanish Segunda Division,1.06,0.99,46.69
225,225,Santa Clara,Portuguese Liga,1.28,1.23,46.53
226,204,Hamburg SV,German 2. Bundesliga,1.48,1.45,46.5
227,230,Guadalajara,Mexican Primera Division Torneo Apertura,1.28,1.24,46.44
228,223,Toulouse,French Ligue 2,1.43,1.41,46.24
229,229,Morelia,Mexican Primera Division Torneo Clausura,1.43,1.42,46.04
230,231,Lanus,Argentina Primera Division,1.28,1.27,45.68
231,241,Reading,English League Championship,1.25,1.26,45.27
232,250,Djurgardens IF,Swedish Allsvenskan,1.36,1.38,45.25
233,232,Omonia Nicosia,UEFA Europa League,1.37,1.39,45.24
234,233,Famalicao,Portuguese Liga,1.29,1.31,45.21
235,234,Rosenborg,Norwegian Tippeligaen,1.46,1.49,45.19
236,235,FC Lugano,Swiss Raiffeisen Super League,1.32,1.35,45.07
237,284,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.34,1.37,45.05
238,242,Vasco da Gama,Brasileiro Série A,1.18,1.19,45.01
239,245,Atlético Goianiense,Brasileiro Série A,1.15,1.16,44.96
240,237,Pumas Unam,Mexican Primera Division Torneo Apertura,1.32,1.35,44.91
241,226,Botafogo,Brasileiro Série A,1.23,1.26,44.88
242,246,Queens Park Rangers,English League Championship,1.34,1.38,44.84
243,238,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
244,239,Gil Vicente,Portuguese Liga,1.2,1.23,44.69
245,236,Nottingham Forest,English League Championship,1.18,1.22,44.36
246,243,Portimonense,Portuguese Liga,1.19,1.24,44.34
247,244,SC Farense,Portuguese Liga,1.3,1.36,44.3
248,240,FC Arsenal Tula,Russian Premier Liga,1.31,1.37,44.21
249,248,SC Paderborn,German 2. Bundesliga,1.34,1.41,44.2
250,258,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.29,1.37,43.86
251,247,Aris Salonika,Greek Super League,1.32,1.4,43.8
252,251,Boavista,Portuguese Liga,1.17,1.25,43.49
253,253,Fortuna Düsseldorf,German 2. Bundesliga,1.29,1.39,43.43
254,257,Ural Sverdlovsk Oblast,Russian Premier Liga,1.1,1.17,43.41
255,254,Sivasspor,Turkish Turkcell Super Lig,1.28,1.38,43.3
256,264,New England Revolution,Major League Soccer,1.36,1.48,43.2
257,256,Dundalk,UEFA Europa League,1.52,1.66,43.12
258,262,Birmingham,English League Championship,1.19,1.29,43.03
259,271,Konyaspor,Turkish Turkcell Super Lig,1.2,1.31,42.89
260,252,Kasimpasa,Turkish Turkcell Super Lig,1.34,1.47,42.88
261,259,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
262,269,Derby County,English League Championship,1.12,1.23,42.79
263,263,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
264,265,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
265,260,Sheffield Wednesday,English League Championship,1.11,1.22,42.59
266,249,Sporting Kansas City,Major League Soccer,1.39,1.54,42.53
267,261,FC Twente,Dutch Eredivisie,1.38,1.54,42.39
268,272,Moreirense,Portuguese Liga,1.16,1.29,42.2
269,270,FC Tambov,Russian Premier Liga,1.05,1.17,42.18
270,286,Kashima Antlers,Japanese J League,1.24,1.39,42.16
271,282,Portland Timbers,Major League Soccer,1.47,1.65,42.13
272,267,Necaxa,Mexican Primera Division Torneo Apertura,1.14,1.29,41.95
273,273,Amiens,French Ligue 2,1.07,1.21,41.82
274,278,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
275,255,Hannover 96,German 2. Bundesliga,1.26,1.43,41.74
276,279,Toronto FC,Major League Soccer,1.33,1.52,41.74
277,280,FC Zorya Luhansk,UEFA Europa League,1.21,1.37,41.73
278,281,C.D. Nacional,Portuguese Liga,1.16,1.32,41.7
279,292,Goztepe,Turkish Turkcell Super Lig,1.29,1.47,41.68
280,294,IFK Norrkoping,Swedish Allsvenskan,1.53,1.75,41.65
281,277,AaB,Danish SAS-Ligaen,1.2,1.37,41.62
282,295,FC Khimki,Russian Premier Liga,1.26,1.44,41.56
283,274,Orlando City SC,Major League Soccer,1.33,1.53,41.5
284,283,Rotherham United,English League Championship,1.13,1.29,41.49
285,285,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
286,288,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
287,276,FC Groningen,Dutch Eredivisie,1.09,1.26,41.21
288,289,Chicago Fire,Major League Soccer,1.48,1.72,41.16
289,300,Almeria,Spanish Segunda Division,1.07,1.24,41.14
290,266,Coritiba,Brasileiro Série A,1.12,1.31,41.04
291,287,Heracles,Dutch Eredivisie,1.33,1.55,41.03
292,290,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
293,268,Heerenveen,Dutch Eredivisie,1.48,1.73,40.89
294,297,Rayo Vallecano,Spanish Segunda Division,1.13,1.33,40.73
295,291,Servette,Swiss Raiffeisen Super League,1.25,1.47,40.73
296,307,Sanfrecce Hiroshima,Japanese J League,1.05,1.24,40.53
297,275,Inter Miami CF,Major League Soccer,1.28,1.51,40.49
298,293,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.16,1.38,40.45
299,299,Luton Town,English League Championship,1.08,1.28,40.45
300,298,Monza,Italy Serie B,1.24,1.47,40.43
301,301,Patronato,Argentina Primera Division,1.2,1.43,40.35
302,302,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
303,354,Sparta,Dutch Eredivisie,1.37,1.63,40.24
304,303,Troyes,French Ligue 2,1.07,1.28,40.24
305,304,Tijuana,Mexican Primera Division Torneo Apertura,1.15,1.38,40.19
306,315,Minnesota United FC,Major League Soccer,1.38,1.66,40.07
307,306,Maritimo,Portuguese Liga,1.11,1.34,39.95
308,296,Colorado Rapids,Major League Soccer,1.37,1.65,39.89
309,319,Hammarby,Swedish Allsvenskan,1.59,1.9,39.88
310,322,KV Mechelen,Belgian Jupiler League,1.38,1.67,39.87
311,326,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.63,1.95,39.85
312,327,Leganes,Spanish Segunda Division,1.0,1.21,39.79
313,308,Banfield,Argentina Primera Division,0.98,1.2,39.66
314,311,Atlas,Mexican Primera Division Torneo Apertura,1.08,1.32,39.56
315,312,Slovan Liberec,UEFA Europa League,1.24,1.52,39.54
316,330,Goiás,Brasileiro Série A,1.14,1.4,39.52
317,313,Arizona United,United Soccer League,1.48,1.8,39.5
318,305,FC Dallas,Major League Soccer,1.28,1.57,39.44
319,314,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.44,39.38
320,324,St. Pölten,Austrian T-Mobile Bundesliga,1.28,1.58,39.33
321,316,Tondela,Portuguese Liga,1.11,1.38,39.24
322,318,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
323,344,SpVgg Greuther Fürth,German 2. Bundesliga,1.23,1.52,39.14
324,321,Belenenses,Portuguese Liga,0.94,1.18,39.07
325,309,FC Luzern,Swiss Raiffeisen Super League,1.3,1.61,39.04
326,323,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
327,317,PEC Zwolle,Dutch Eredivisie,1.27,1.58,38.97
328,352,Hull City,English League One,1.22,1.53,38.85
329,332,Columbus Crew,Major League Soccer,1.25,1.57,38.83
330,325,New York Red Bulls,Major League Soccer,1.3,1.63,38.83
331,377,Girona FC,Spanish Segunda Division,0.97,1.23,38.75
332,329,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
333,331,Henan Jianye,Chinese Super League,1.25,1.57,38.55
334,333,FC Juárez,Mexican Primera Division Torneo Apertura,1.12,1.42,38.51
335,310,Willem II,Dutch Eredivisie,1.3,1.64,38.45
336,349,Lausanne Sports,Swiss Raiffeisen Super League,1.17,1.49,38.38
337,341,FC Zurich,Swiss Raiffeisen Super League,1.37,1.73,38.29
338,339,Caykur Rizespor,Turkish Turkcell Super Lig,1.23,1.56,38.26
339,320,Sport Recife,Brasileiro Série A,1.06,1.36,38.23
340,334,KV Kortrijk,Belgian Jupiler League,1.22,1.55,38.17
341,338,Toluca,Mexican Primera Division Torneo Apertura,1.24,1.59,38.16
342,335,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
343,336,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
344,342,Rijeka,UEFA Europa League,1.21,1.56,37.99
345,337,Coventry City,English League Championship,1.14,1.47,37.95
346,343,Huracán,Argentina Primera Division,0.95,1.24,37.93
347,353,Clermont Foot,French Ligue 2,0.97,1.27,37.86
348,376,Randers FC,Danish SAS-Ligaen,1.15,1.5,37.74
349,340,Odense BK,Danish SAS-Ligaen,1.18,1.53,37.72
350,345,Fatih Karagümrük,Turkish Turkcell Super Lig,1.2,1.56,37.68
351,393,Auxerre,French Ligue 2,1.14,1.49,37.68
352,370,Nagoya Grampus Eight,Japanese J League,1.01,1.33,37.62
353,350,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
354,346,BK Hacken,Swedish Allsvenskan,1.08,1.41,37.52
355,328,Cerezo Osaka,Japanese J League,1.02,1.35,37.5
356,378,Cercle Brugge,Belgian Jupiler League,1.23,1.6,37.47
357,359,Sonderjyske,Danish SAS-Ligaen,1.19,1.55,37.43
358,356,Atlanta United FC,Major League Soccer,1.11,1.46,37.41
359,358,Atromitos,Greek Super League,1.0,1.33,37.25
360,367,Wycombe Wanderers,English League Championship,1.11,1.47,37.24
361,360,Sporting Gijón,Spanish Segunda Division,0.81,1.09,37.18
362,361,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
363,381,Lecce,Italy Serie B,1.23,1.62,37.16
364,357,FC Sion,Swiss Raiffeisen Super League,1.05,1.4,37.15
365,373,Gamba Osaka,Japanese J League,1.11,1.47,37.07
366,363,FK Volgograd,Russian Premier Liga,0.98,1.33,36.88
367,366,KV Oostende,Belgian Jupiler League,1.13,1.52,36.84
368,368,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
369,362,OH Leuven,Belgian Jupiler League,1.28,1.71,36.64
370,355,FC Ufa,Russian Premier Liga,0.88,1.22,36.48
371,372,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
372,379,Puebla,Mexican Primera Division Torneo Apertura,1.06,1.45,36.36
373,347,Antalyaspor,Turkish Turkcell Super Lig,1.1,1.51,36.3
374,374,Houston Dynamo,Major League Soccer,1.28,1.73,36.3
375,383,Karlsruher SC,German 2. Bundesliga,1.14,1.56,36.3
376,382,Hartberg,Austrian T-Mobile Bundesliga,1.28,1.74,36.25
377,351,Kashiwa Reysol,Japanese J League,1.26,1.71,36.21
378,380,Fuenlabrada,Spanish Segunda Division,0.93,1.29,36.2
379,365,1. FC Heidenheim 1846,German 2. Bundesliga,1.11,1.53,36.17
380,369,Spal,Italy Serie B,1.13,1.55,36.14
381,399,1. FC Nürnberg,German 2. Bundesliga,1.14,1.57,36.06
382,371,Brescia,Italy Serie B,1.15,1.58,36.02
383,418,VfL Bochum,German 2. Bundesliga,1.13,1.56,35.93
384,348,Aberdeen,Scottish Premiership,1.12,1.55,35.9
385,400,San Jose Earthquakes,Major League Soccer,1.29,1.78,35.71
386,386,IF Elfsborg,Swedish Allsvenskan,1.19,1.66,35.64
387,375,Valerenga,Norwegian Tippeligaen,1.14,1.59,35.54
388,388,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.05,1.49,35.41
389,389,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.09,1.53,35.39
390,390,Melbourne City,Australian A-League,1.17,1.64,35.39
391,401,Caen,French Ligue 2,1.0,1.43,35.38
392,407,Nashville SC,Major League Soccer,0.96,1.37,35.37
393,387,Real Oviedo,Spanish Segunda Division,0.96,1.37,35.29
394,392,Sydney FC,Australian A-League,1.12,1.58,35.2
395,391,Guingamp,French Ligue 2,0.97,1.4,34.94
396,395,OFI Crete,Greek Super League,1.06,1.52,34.85
397,396,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
398,432,Mirandes,Spanish Segunda Division,0.95,1.39,34.77
399,414,Eupen,Belgian Jupiler League,1.11,1.6,34.76
400,416,Hibernian,Scottish Premiership,1.07,1.55,34.65
401,364,AIK,Swedish Allsvenskan,0.88,1.31,34.59
402,422,Grenoble,French Ligue 2,0.98,1.44,34.54
403,398,Kristiansund BK,Norwegian Tippeligaen,1.22,1.75,34.4
404,411,Holstein Kiel,German 2. Bundesliga,1.14,1.65,34.29
405,405,Los Angeles Galaxy,Major League Soccer,1.27,1.83,34.26
406,402,Hatayspor,Turkish Turkcell Super Lig,1.02,1.51,34.23
407,404,Sunderland,English League One,0.99,1.48,34.03
408,385,Las Palmas,Spanish Segunda Division,1.0,1.49,34.01
409,408,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
410,409,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
411,424,Viking FK,Norwegian Tippeligaen,1.32,1.92,33.71
412,397,Lugo,Spanish Segunda Division,0.92,1.4,33.71
413,412,Real Salt Lake,Major League Soccer,1.0,1.51,33.64
414,413,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
415,415,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
416,403,SV Zulte Waregem,Belgian Jupiler League,1.2,1.79,33.47
